Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Logic Power Regulator","DC-DC Buck Converter 24V to 5V 10A","Powers the high-brightness LED matrix.","electrical","power",1,15.00,15.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxgwVkaGHbrxOtCcrsMn5Uu3fkQLfFbEwZ53bcSHhDCXd0LpwpOcAlRAi41KdzzVyy2Z7uO1VADhnqYHmI5hXsxA9EXwTYc3PqP1blRXV8dl4haFgrQc1Zui44O3xT5rWvZv1eU3xiD1d5KWq4FCVm5i3mzciCziQoBcBiRTYmZ5p6qzucZ4iPE9CTNM89Xb9wpMHO8iqakRit4AzjhU6ZLEwbbbIvou0ZokZZ5bPbmusEsbEhHm4JFuCm0GqfKH14hAITNniSks9zFAjw7klex0romWvZq17JLarPKPm7qZxXOAIUuo1BB2EkP5IrQ64DK6TN7EMdn6e8JlQcdhmzxeffl6FFS2A5Cnu5EeuwbuQNtiXOQJxoCfxak947AxE3st3qgplCv3T00tBJzZoSbbqUVTy5KA4GWYv1NHdA5gRE6b03GCfJA4o3yZ2uD0yYm2LyPbMQwyKCxqrd6MTqlvagg1Ru4GgO6BpfERaE3IbWxko80tNc9rn6iYW3NCC7PnB0LSNXgiAtZdJc2zEHnDib57165myAGrBENXrGCv5qLY882D81Za6e7fMXuxQxfWPP65b369wbFUQdfirhXhWMuWDkWjTnVCk8evWtjqLBIf6uqpe2A1bUGZvdKUDUSJWxRSfa312i6NgjMuT6Cfh"
"Chassis Base Frame","2020 Aluminum Extrusion T-Slot","Lower rectangular frame to support the drive wheels and battery weight.","mechanical","structural",1,25.00,25.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxRqFVjHhN7BMa8V4600PsYXXFaO58iUrUpszTZvwONHt2Vv9OY6dMIZNOoSso6r0N9iYIQiKxAobhiYArMzUto21vOJjIa85zlZeEKGEreHzOVDyPVLIbQLcwH1BiijViCrsGBWEkITFR7I36kKQxANRmHqkX0MZuxeV67v4Gw80r98aO6iyqQxiqAHaVDlkOTcqg55PLFWWB9v3IaQb1LeTXHl7zMUdy9E2cY6esVyXmcWEmpe2DK4FgTmuvzecUZK6kn6WbVk0YQGkMsJOX34UYijLeEnYfsUIvV85RWztnHTG0h0fnluzRIft1KVppQagraIJayRG2d03KCDdFDWhssG0Pt6sdc0pXCq7tQsOKGGU7MNGgloqEb0rt5c2x0C6kval8UYMBs8MtloL87RyT02cAyAYEEpktsYae6DrAhCA8cZntoKwPDwceizNoiXsrgVgKfwIxfh4RL6rgLmJT2o4wSJTNcAxHjI17BCe5S6Qibk2rt0Bmg1gHsSh4Zc2miNx50gRJW1W1kU5XnHq29PccpJPDhvjSQyRWCuEMASFvqpCMSo9a9z6yuDHFLQDYh7UYhXMlt6iZYla3ZogATE3YOhYaKsXhEFJyyc3lyYmnN6bJrozGtx8mAEfqFS4NJ1wwHj7EPjKqNHKiy7D"
"Vertical Gantry Pillar","2040 Aluminum Extrusion T-Slot","Main vertical support beam for the lead screw gantry system.","mechanical","structural",1,35.00,35.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxxEbOQwH9B9BQ1ebrQAtbeIPOvYFG0eK008jdVuHdyUb9mxSYUTJn8rvLgCrxjXBPxgkMk00Td6lL1fjtwlSmdRf3lPM9l59zxjFPfCWSsUSf3s71Xhqc5R7YwyMm2HanGN5qVafjJleMT8RBpGnaE0q3HHjaBGc7UZvhKSS86ui1FbW0xq02eALHz0QRwVq7li3T7MjCsR9lJ7JaDvChCJxkicpd1HRe4G5fEEBXXgfmzzvpoInrp9fFuOMTrXLt8ngJcLAmwq7CF7iyYHKfxcHpPaQkFDQ9EU6Nzz6ADjoe7MzOy3xK2OCXrokWr7R5esqyUFvikV3V39fA8b0ld5EibFNhhyBRE2a3nbroHJSwTlArNC2egokuFUrptMdo3oFPkcuyM4a9SKP9s76ooHQzlZREpw9bA3FK4S2SFA9UOfksDW4rcUkXNKUnMzE88Kz1PSMHdT8AEmCdeLx7yJmhBLj7Abrc0IqBIS9RuwvPEyh67EE3McshlqEprF6gk5dBmeOK4KtWWNMBCxSDfenyU6XD6F5YIfFGlk5gjUODmGkl7LxriDYj1krUf5sgfzsRrpaga4DLJjRA9W3utKX64g08qiW5Z5mfWUMVyMUqpajgXGGHXzHs2zWP2Hr738donFyrV9kQfpRP03q3EoT"
"Gantry Lead Screw","T8 Lead Screw with Brass Nut","High precision screw for vertical movement of the dual arm carriage.","mechanical","mechanism",1,18.00,18.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxH0efrpkamijWInjYQLSyjIx42QEvzlwAq1U8YG16i5QQCYxjFYZFgemuwed1A54vbknzCoMMCymIQpin6abNLrKA4bj6pF0ntGSyfsUHuRSfWTdp5hH3hP7nm0CKM3jRW8PPSmJR6wnWrnmyGpiZFTow4yrEuLX3d99yicVhKn43eq889SRy2S54SdUrC2cXViYR6AZeqMEGdM6WKYxfGXUVEYnDszqjSexSS9yE307mS2myhz4SHy7G3xbJBlP9nSp1hJsdqgbA3G5NOm2qq9bL5MAd0n8QweRi7l1WL9b2zfaGDjuAYUyVs0vyG6CBKxoKPk9F9Do7tgGortY5JjyBF7lHYaYJuGEydBu1cRiw34oBzgRWPz3jpyhZS3d98dqYweY9cTgMuf3o6uLI3Pb6cOYI20OVmrL6DnFnZXsqde2g13hXW8bVgVlPSqwaIHQI4mY6QVWQyUCIpMGmexPazK1m0ZO5tsJJUGFKQuxSLI3vwfAnzEcXarlQNhV1arQCWituyij52CPfPF1Jx5Heo7LMgpVXPGqU4OEEQFVum6PaTEr98t6GIsZbIYAppoimelCEcUM9350EXRXo1yRn66ywCopW6XgTT0U6RYVkgtckAlwWbHEJIkTJ7r5S2IxvLNuoxPwmbtYSkS27Anh"
"Storage Tray Bottom","Aluminum Plate 3mm","Lowest storage tray for heavy items.","mechanical","structural",1,15.00,15.00,"https://www.adafruit.com/product/1220"
"Storage Tray Middle","Aluminum Plate 3mm","Intermediate storage tray.","mechanical","structural",1,15.00,15.00,"https://www.adafruit.com/product/1220"
"Storage Tray Top","Aluminum Plate 3mm","Top storage tray for lightweight items and sensors.","mechanical","structural",1,15.00,15.00,"https://www.adafruit.com/product/1220"
"Left Drive Wheel","6-inch Rubber Drive Wheel","High traction wheel for the main drive system.","mechanical","mechanism",1,12.00,12.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxhmvLYzrhnqLjaXmdgrChXjeUkBdBf7Lcxmvacu8QI4BgW4ucsZz2dlST7p4g5VNa9xi3KNG0HRULRpyHoKkFkEgBE5rKpRiCn3HGKXjjSMbtFFB41M6IuXMt2Ha3uY78HwqGUnPupUjpu0EcYjRE38AzKB2AkUmnXwsvGPfvMWeL4kGQLZydreEzIK9zU7fE9tFmUB70JXBt13yWOAJg43o66LjE4HfzDJ0DPj0yFKG2MSSeLr7tphDzbncNno9u15yemsDDtVobyWrbvjmGPR0wBtsjXKwuJOjZvK2HkRK6Ztb7Ssr4UThSk9kF5JHXX1iwttBO7xmoDl0DL4Yy5qZgmaBgHrvhBsS8nv4RaxHn8No8oigIgiAKzxXC9NDE9DcijXn7bBLs5fvehLWxStJdxVoRmE3GleEDr69fliiCpDTmWGEMjFeLKNkqCuG8XisOJ0bnLjrgvYf8LCU4osO9JGclAu7x5Jtr67vJLtPflyUcUAzgyZUrwjDZFNGMOJ7Ai6eyamuEH6rJhCr0Kx5JmzBWPYtFsACP2ZqLiNmkNIcqzcInxx6beaw0w2gpfHi1uOudU8i7FBpg3ovpey6AqwSs8TLmHFd8ZFzxqRleiqHznOMhVvYIaDGOv7bFfm1WReZ5kK7wOALifNEKNnl"
"Right Drive Wheel","6-inch Rubber Drive Wheel","High traction wheel for the main drive system.","mechanical","mechanism",1,12.00,12.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxhmvLYzrhnqLjaXmdgrChXjeUkBdBf7Lcxmvacu8QI4BgW4ucsZz2dlST7p4g5VNa9xi3KNG0HRULRpyHoKkFkEgBE5rKpRiCn3HGKXjjSMbtFFB41M6IuXMt2Ha3uY78HwqGUnPupUjpu0EcYjRE38AzKB2AkUmnXwsvGPfvMWeL4kGQLZydreEzIK9zU7fE9tFmUB70JXBt13yWOAJg43o66LjE4HfzDJ0DPj0yFKG2MSSeLr7tphDzbncNno9u15yemsDDtVobyWrbvjmGPR0wBtsjXKwuJOjZvK2HkRK6Ztb7Ssr4UThSk9kF5JHXX1iwttBO7xmoDl0DL4Yy5qZgmaBgHrvhBsS8nv4RaxHn8No8oigIgiAKzxXC9NDE9DcijXn7bBLs5fvehLWxStJdxVoRmE3GleEDr69fliiCpDTmWGEMjFeLKNkqCuG8XisOJ0bnLjrgvYf8LCU4osO9JGclAu7x5Jtr67vJLtPflyUcUAzgyZUrwjDZFNGMOJ7Ai6eyamuEH6rJhCr0Kx5JmzBWPYtFsACP2ZqLiNmkNIcqzcInxx6beaw0w2gpfHi1uOudU8i7FBpg3ovpey6AqwSs8TLmHFd8ZFzxqRleiqHznOMhVvYIaDGOv7bFfm1WReZ5kK7wOALifNEKNnl"
"Front Left Support Castor","Swivel Ball Castor","Support castor for stability.","mechanical","mechanism",1,5.00,5.00,"https://www.amazon.com/s?k=swivel+castor+wheel"
"Front Right Support Castor","Swivel Ball Castor","Support castor for stability.","mechanical","mechanism",1,5.00,5.00,"https://www.amazon.com/s?k=swivel+castor+wheel"
"Rear Left Support Castor","Swivel Ball Castor","Support castor for stability.","mechanical","mechanism",1,5.00,5.00,"https://www.amazon.com/s?k=swivel+castor+wheel"
"Rear Right Support Castor","Swivel Ball Castor","Support castor for stability.","mechanical","mechanism",1,5.00,5.00,"https://www.amazon.com/s?k=swivel+castor+wheel"
"LiDAR Vibration Mount","","Custom dampening mount for the LiDAR sensor.","mechanical","3d_printed",1,3.00,3.00,"https://www.amazon.com/s?k=PETG+filament"
"Dual Arm Gantry Carriage","","Heavy-duty carriage that slides on the vertical pillar and holds both arm bases.","mechanical","3d_printed",1,12.00,12.00,"https://www.amazon.com/s?k=ABS+filament"
"Arm 1 Motor Bracket","","Structural interface between the brushless motor and the carriage.","mechanical","3d_printed",1,5.00,5.00,"https://www.amazon.com/s?k=ABS+filament"
"Arm 2 Motor Bracket","","Structural interface between the brushless motor and the carriage.","mechanical","3d_printed",1,5.00,5.00,"https://www.amazon.com/s?k=ABS+filament"
"Electronics Housing","","Protective case for the Raspberry Pi and motor controller.","mechanical","3d_printed",1,4.50,4.50,"https://www.amazon.com/s?k=PLA+filament"
"M3 Hardware Kit","M3 Socket Head Screws Assortment","General fasteners for mounting electronics and 3D parts.","mechanical","misc",50,0.15,7.50,"https://www.amazon.com/dp/B0FGV5FCBN?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"M5 Extrusion Bolts","M5 T-Slot Bolts and Nuts","Fasteners for securing components to the aluminum profile.","mechanical","misc",30,0.25,7.50,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0Jxx2tDjprV0yvuNYSFAWuLlJqTxVx44qHHaqUaCZ9AAdS3k5liwEAHanpe9b6YCznc2nVA0tLi733Byw01xGJpf1hZ6jNdbpwMKZiY0xapYpWjNA5ygvCtz6vxFO0VXcDq9KB3UuSeLzpg3OUtVs0FI2UvKNETRlVaaRbLO1CiUkgfOQor34omYlNNKBI87b6Ri9y81crwsvSL2x3Y3llDTe80mPS8abPIbZrqe4rfPvxneyFvak7KJscKIZbh3IBqtX27B9aNC3FWxqh9u6bCmrP9P40kbCSaMxOzCT6RcCJNp12MA4r75VC12M3b2cw42EXPSQPwmcGlARju5y0v5NlFsb3RQe869hFJKUA8dPFNIKVo8ds7cd0o2xPZvdAhNrZnjp1cegLEpY9TCu1sO1EVAkAxKFQrrLaUjTjPXQRUrB9lfq6HT1Oq60WbNOGzzmrNrPaxXgOn99jW6TE4TDbTWtp1qalSTBnHXc1i2qYptqkFHLum5C5d13Jl63qRCV9iBFq0yNxwk8odhBdGV36lTGfyzU8u3qELnQ8NLkhrwAz4cMBmxJZCVNqRx26U7nitVaSOe241293yoMDnBEI2cseKc8w003rLk4D5aENlcjoWbzAqbcRWBm6Q5n7tIPtluyK9DeL6wEm9xR0Xo8b"
"Drive & Gantry Motor Shield Mount","","Adapter plate for the Drive & Gantry Motor Shield that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Left Drive Motor Mount","","Per-position bracket for the Left Drive Motor with M3 mounting holes matched to its bolt pattern. Rated for the actuator's continuous torque/load class.","mechanical","3d_printed",1,2.00,2.00,""
"Right Drive Motor Mount","","Per-position bracket for the Right Drive Motor with M3 mounting holes matched to its bolt pattern. Rated for the actuator's continuous torque/load class.","mechanical","3d_printed",1,2.00,2.00,""
"Vertical Gantry Motor Mount","","Per-position bracket for the Vertical Gantry Motor with M3 mounting holes matched to its bolt pattern. Rated for the actuator's continuous torque/load class.","mechanical","3d_printed",1,2.00,2.00,""
"Inertial Measurement Unit Mount","","Form-fitting cradle for the Inertial Measurement Unit that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"CAN Bus Transceiver HAT","Waveshare 2-CH CAN FD HAT","Enables the Raspberry Pi to communicate with multiple brushless actuators via high-speed CAN FD bus.","electrical","module",1,32.00,32.00,"https://www.waveshare.com/2-ch-can-fd-hat.htm"
"Arm 1 Upper DOFs","Brushless Integrated Actuator Kit (5 pcs)","Set of 5 integrated BLDC actuators with encoders and CAN controllers to complete the first 6-DOF arm.","electrical","actuator",1,1200.00,1200.00,"https://www.myactuator.com/"
"Arm 2 Upper DOFs","Brushless Integrated Actuator Kit (5 pcs)","Set of 5 integrated BLDC actuators with encoders and CAN controllers to complete the second 6-DOF arm.","electrical","actuator",1,1200.00,1200.00,"https://www.myactuator.com/"
"Power Distribution Bus","XT60 Parallel Power Board","Distributes 24V power from the battery to all 12 arm actuators.","electrical","power",1,15.00,15.00,"https://www.amazon.com/s?k=XT60+parallel+board"
"6-DOF Carbon Fiber Links","Custom Robot Arm Linkage Set","Structural carbon fiber and aluminum tubes to connect the brushless joints.","mechanical","structural",2,350.00,700.00,"https://s.click.aliexpress.com/s/example"
"Arm 1 Joint 7 Motor","Planetary Geared Brushless DC Motor (24V)","Additional 7th degree of freedom for the first robotic arm.","electrical","actuator",1,120.00,120.00,"https://www.amazon.com/dp/B0GF7X4PM9"
"Arm 2 Joint 7 Motor","Planetary Geared Brushless DC Motor (24V)","Additional 7th degree of freedom for the second robotic arm.","electrical","actuator",1,120.00,120.00,"https://www.amazon.com/dp/B0GF7X4PM9"
