Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Wrist Segment","Wrist Segment","Connects elbow to end-effector, houses wrist rotate servo.","mechanical","3d_printed",1,1.50,1.50,"https://www.amazon.com/s?k=PETG+filament"
"Wrist Rotate Servo Mount","Wrist Rotate Servo Mount","Mounting feature integrated within the wrist segment for the wrist rotate servo.","mechanical","3d_printed",1,0.30,0.30,"https://www.amazon.com/s?k=PETG+filament"
"Pen Tool Holder","","End-effector designed to securely hold a pen or similar tool.","mechanical","3d_printed",1,1.20,1.20,"https://www.amazon.com/s?k=PETG+filament"
"Gripper Servo Mount","Gripper Servo Mount","Mounting feature integrated with the end-effector for the gripper actuation servo.","mechanical","3d_printed",1,0.25,0.25,"https://www.amazon.com/s?k=PETG+filament"
"Ball Bearing 6x19x6mm","626ZZ Miniature Ball Bearing","Used at the shoulder and elbow joints for smooth rotation.","mechanical","mechanism",2,0.75,1.50,"https://www.amazon.com/s?k=626ZZ+ball+bearing"
"M3 Hex Nut","M3 Stainless Steel Hex Nut","Used with M3 screws for securing components.","mechanical","misc",20,0.05,1.00,"https://www.amazon.com/s?k=m3+hex+nut"
"M3x8mm Screw","M3x8mm Pan Head Machine Screw","General purpose screws for attaching components to 3D prints.","mechanical","misc",10,0.07,0.70,"https://www.amazon.com/s?k=m3x8mm+machine+screw"
"M3x12mm Screw","M3x12mm Pan Head Machine Screw","General purpose screws for attaching components to 3D prints.","mechanical","misc",8,0.08,0.64,"https://www.amazon.com/s?k=m3x12mm+machine+screw"
"M2x6mm Screw","M2x6mm Micro Machine Screw","Smaller screws for mounting micro servos.","mechanical","misc",12,0.06,0.72,"https://www.amazon.com/s?k=m2x6mm+machine+screw"
"Adhesive Rubber Feet","Self-Adhesive Rubber Bumper Feet","Provides stability and prevents scratching on surfaces.","mechanical","misc",4,0.20,0.80,"https://www.amazon.com/s?k=adhesive+rubber+feet"
