Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Right Rubber Track","Mini Robot Rubber Track","Rubber track band for mobility.","mechanical","mechanism",1,5.00,5.00,"https://www.amazon.com/s?k=mini+robot+rubber+track"
"Drive Sprocket","","Cogged wheel to engage with the track and be driven by the motor.","mechanical","3d_printed",2,0.30,0.60,"https://www.amazon.com/s?k=PLA+filament"
"Idler Wheel","","Smooth wheel to guide the track on the opposite end of the drive sprocket.","mechanical","3d_printed",2,0.30,0.60,"https://www.amazon.com/s?k=PLA+filament"
"Idler Wheel Mount","","Bracket to mount the idler wheels to the chassis.","mechanical","3d_printed",2,0.20,0.40,"https://www.amazon.com/s?k=PLA+filament"
"Robot Head Assembly","","Main housing for the camera, mic, and supporting pan/tilt servos.","mechanical","3d_printed",1,2.50,2.50,"https://www.amazon.com/s?k=PLA+filament"
"Head Pan Servo Mount","","Bracket for the head's pan servo.","mechanical","3d_printed",1,0.30,0.30,"https://www.amazon.com/s?k=PLA+filament"
"Head Tilt Servo Mount","","Bracket for the head's tilt servo.","mechanical","3d_printed",1,0.30,0.30,"https://www.amazon.com/s?k=PLA+filament"
"Left Arm Assembly","","Articulated arm structure for expressive movement.","mechanical","3d_printed",1,1.50,1.50,"https://www.amazon.com/s?k=PLA+filament"
"Right Arm Assembly","","Articulated arm structure for expressive movement.","mechanical","3d_printed",1,1.50,1.50,"https://www.amazon.com/s?k=PLA+filament"
"Arm Servo Mount","","Mounting bracket for arm servos.","mechanical","3d_printed",2,0.30,0.60,"https://www.amazon.com/s?k=PLA+filament"
"Camera MIPI Mount","","Mount to secure the MIPI CSI camera inside the robot head.","mechanical","3d_printed",1,0.20,0.20,"https://www.amazon.com/s?k=PLA+filament"
"Ultrasonic Sensor Mount","","Housing/mount for the ultrasonic sensor on the chassis front.","mechanical","3d_printed",1,0.20,0.20,"https://www.amazon.com/s?k=PLA+filament"
"IR Sensor Mount","","Small mounts for IR sensors on the chassis.","mechanical","3d_printed",2,0.10,0.20,"https://www.amazon.com/s?k=PLA+filament"
"Mic Module Mount","","Small mount for the microphone module in the head.","mechanical","3d_printed",1,0.05,0.05,"https://www.amazon.com/s?k=PLA+filament"
"Speaker Mount","","Mount for the small speaker in the head or chassis.","mechanical","3d_printed",1,0.15,0.15,"https://www.amazon.com/s?k=PLA+filament"
"LiPo Battery Tray","","Tray to securely hold the LiPo battery within the chassis.","mechanical","3d_printed",1,1.00,1.00,"https://www.amazon.com/s?k=PETG+filament"
"BMS Module Mount","","Mount for the BMS module.","mechanical","3d_printed",1,0.10,0.10,"https://www.amazon.com/s?k=PLA+filament"
"Buck 5V Converter Mount","","Mount for the 5V buck converter.","mechanical","3d_printed",1,0.10,0.10,"https://www.amazon.com/s?k=PLA+filament"
"Head Pan Servo","TowerPro MG90S","Metal gear servo for head pan movement.","mechanical","mechanism",1,3.00,3.00,"https://www.amazon.com/s?k=MG90S+servo"
"Head Tilt Servo","TowerPro MG90S","Metal gear servo for head tilt movement.","mechanical","mechanism",1,3.00,3.00,"https://www.amazon.com/s?k=MG90S+servo"
"Left Arm Servo","TowerPro MG90S","Metal gear servo for left arm movement.","mechanical","mechanism",1,3.00,3.00,"https://www.amazon.com/s?k=MG90S+servo"
"Right Arm Servo","TowerPro MG90S","Metal gear servo for right arm movement.","mechanical","mechanism",1,3.00,3.00,"https://www.amazon.com/s?k=MG90S+servo"
"M3x6mm Bolt","","Used for general component mounting.","mechanical","misc",30,0.05,1.50,"https://www.amazon.com/s?k=M3x6mm+bolts"
"M3x12mm Bolt","","Used for chassis assembly and structural connections.","mechanical","misc",10,0.06,0.60,"https://www.amazon.com/s?k=M3x12mm+bolts"
"M3 Nut","","Used with M3 bolts.","mechanical","misc",40,0.03,1.20,"https://www.amazon.com/s?k=M3+nuts"
"M2x8mm Bolt","","Used for mounting smaller PCBs like LicheeRV-Nano, ESP32.","mechanical","misc",10,0.04,0.40,"https://www.amazon.com/s?k=M2x8mm+bolts"
"M2 Nut","","Used with M2 bolts.","mechanical","misc",10,0.02,0.20,"https://www.amazon.com/s?k=M2+nuts"
"M3x10mm Standoff","","Female-female standoff for PCB mounting.","mechanical","misc",8,0.15,1.20,"https://www.amazon.com/s?k=M3x10mm+standoff"
"M3x20mm Standoff","","Female-female standoff for stacking components or supporting the chassis.","mechanical","misc",4,0.20,0.80,"https://www.amazon.com/s?k=M3x20mm+standoff"
"Wall-E Face Display","1.3"" 240x240 Color IPS TFT Display with ST7789 Driver - SPI Interface","A 1.3-inch color IPS TFT display with a resolution of 240x240, used to show Wall-E's facial expressions.","electrical","display",1,7.50,7.50,"https://www.adafruit.com/product/4313"
"Face Display Mount","","A custom 3D printed mount to securely attach the ST7789 display to the head assembly.","mechanical","3d_printed",1,0.45,0.45,"N/A"
"System Watchdog Timer","TPL5110 Nano Power Timer","External hardware watchdog timer to monitor and reset the LicheeRV-Nano and ESP32 if they become unresponsive.","electrical","module",1,3.95,3.95,"https://www.sparkfun.com/products/14352"
"Watchdog Timer Mount","","A small 3D printed bracket to mount the watchdog timer module inside the main chassis.","mechanical","3d_printed",1,0.15,0.15,"N/A"
"Combined Controller & Driver Mount","","A single 3D-printed part to mount the LicheeRV-Nano, ESP32, and the TB6612FNG motor driver, reducing print time and material.","mechanical","3d_printed",1,2.50,2.50,"N/A"
"Cost-Effective MIPI CSI Camera","OV5647 MIPI CSI Camera Module","","electrical","sensor",1,8.99,8.99,"https://www.example.com/ov5647-camera"
