Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Enclosure Bottom Shell","","Custom 3D-printed bottom shell of the enclosure, forming the base and structural support.","mechanical","3d_printed",1,2.50,2.50,"https://www.amazon.com/s?k=PETG+filament"
"Enclosure Top Bezel","","Custom 3D-printed top bezel for the enclosure, integrating the display and button cutouts.","mechanical","3d_printed",1,2.00,2.00,"https://www.amazon.com/s?k=PETG+filament"
"SBC Mount","","Custom 3D-printed mount to secure the Single Board Computer inside the enclosure.","mechanical","3d_printed",1,0.50,0.50,"https://www.amazon.com/s?k=PETG+filament"
"Display Frame","","Custom 3D-printed internal frame to hold and align the 5-inch display.","mechanical","3d_printed",1,0.40,0.40,"https://www.amazon.com/s?k=PETG+filament"
"Li-Po Battery Tray","","Custom 3D-printed tray to securely hold the Li-Po battery within the enclosure.","mechanical","3d_printed",1,0.30,0.30,"https://www.amazon.com/s?k=PETG+filament"
"Power Management Mount","","Custom 3D-printed mount for the Li-Po Power Management HAT.","mechanical","3d_printed",1,0.20,0.20,"https://www.amazon.com/s?k=PETG+filament"
"WiFi Adapter Mount","","Custom 3D-printed mount for the high-gain USB WiFi adapter.","mechanical","3d_printed",1,0.15,0.15,"https://www.amazon.com/s?k=PETG+filament"
"Joystick Bezel","","Custom 3D-printed bezel to securely hold the mini joystick module in the enclosure's top panel.","mechanical","3d_printed",1,0.10,0.10,"https://www.amazon.com/s?k=PETG+filament"
"Button Up Bezel","","Custom 3D-printed bezel for the 'Up' tactile button, integrating it into the enclosure.","mechanical","3d_printed",1,0.05,0.05,"https://www.amazon.com/s?k=PETG+filament"
"Button Down Bezel","","Custom 3D-printed bezel for the 'Down' tactile button, integrating it into the enclosure.","mechanical","3d_printed",1,0.05,0.05,"https://www.amazon.com/s?k=PETG+filament"
"Button Left Bezel","","Custom 3D-printed bezel for the 'Left' tactile button, integrating it into the enclosure.","mechanical","3d_printed",1,0.05,0.05,"https://www.amazon.com/s?k=PETG+filament"
"Button Right Bezel","","Custom 3D-printed bezel for the 'Right' tactile button, integrating it into the enclosure.","mechanical","3d_printed",1,0.05,0.05,"https://www.amazon.com/s?k=PETG+filament"
"Button Enter Bezel","","Custom 3D-printed bezel for the 'Enter' tactile button, integrating it into the enclosure.","mechanical","3d_printed",1,0.05,0.05,"https://www.amazon.com/s?k=PETG+filament"
"M3 Brass Heat-Set Insert","M3 Brass Heat Set Inserts","Brass threaded inserts for creating strong, reusable M3 threads in 3D-printed parts.","mechanical","misc",12,0.08,0.96,"https://www.adafruit.com/product/4255"
"M3 Flat Head Screw 10mm","M3x10mm Flat Head Screws","M3 flat head screws for assembling enclosure parts and securing components.","mechanical","misc",8,0.05,0.40,"https://www.amazon.com/dp/B08HNF3J3D?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"M2.5 Flat Head Screw 6mm","M2.5x6mm Flat Head Screws","M2.5 flat head screws for mounting SBC and other small PCBs.","mechanical","misc",4,0.04,0.16,"https://www.amazon.com/dp/B0D2R5STWJ?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
