Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Enclosure Sealing Gasket","IP67 Rubber Sealing Gasket","Ensures a watertight seal for the main enclosure housing, preventing water and dust ingress.","mechanical","misc",1,5.00,5.00,"https://www.amazon.com/s?k=IP67+rubber+gasket+150x80"
"Internal Component Mounting Plate","","3D printed internal plate with standoffs and cutouts for securely mounting PCBs and modules inside the enclosure.","mechanical","3d_printed",1,3.50,3.50,"https://www.amazon.com/s?k=PETG+filament"
"Front Bezel with Display Cutout","","Custom 3D printed bezel for the front of the enclosure, providing a clean mount for the display and keypad.","mechanical","3d_printed",1,4.00,4.00,"https://www.amazon.com/s?k=ABS+filament"
"Keypad Frame Mount","","3D printed frame to securely hold the miniature tactile keypad in position on the front bezel.","mechanical","3d_printed",1,0.80,0.80,"https://www.amazon.com/s?k=ABS+filament"
"MCU Mounting Standoffs","","Small 3D printed standoffs to elevate and secure the main microcontroller board to the internal mounting plate.","mechanical","3d_printed",1,0.50,0.50,"https://www.amazon.com/s?k=PETG+filament"
"SDR Module Mount","","Custom 3D printed bracket to securely hold the wideband SDR module onto the internal mounting plate.","mechanical","3d_printed",1,0.75,0.75,"https://www.amazon.com/s?k=PETG+filament"
"LiPo Battery Holder","","Rugged 3D printed cradle to securely hold the high-capacity LiPo battery, preventing movement and impacts.","mechanical","3d_printed",1,2.00,2.00,"https://www.amazon.com/s?k=ABS+filament"
"Speaker Grille Cover","","Protective 3D printed grille for the rugged speaker, integrated into the enclosure for durability.","mechanical","3d_printed",1,0.60,0.60,"https://www.amazon.com/s?k=ABS+filament"
"Microphone Port Seal","","Small 3D printed waterproof seal and mounting for the noise-cancelling microphone, maintaining IP67 rating.","mechanical","3d_printed",1,0.40,0.40,"https://www.amazon.com/s?k=PETG+filament"
"Antenna Connector Mount","","Reinforced 3D printed mount for the external antenna connector, providing structural support and sealing.","mechanical","3d_printed",1,0.70,0.70,"https://www.amazon.com/s?k=ABS+filament"
"USB-C Port Weather Cover","Silicone USB-C Dust Cover","Rubber/silicone plug to seal the USB-C charging/data port when not in use, maintaining waterproof integrity.","mechanical","misc",1,1.50,1.50,"https://www.amazon.com/s?k=USB-C+port+dust+cover+silicone"
"M3 Mounting Screws","M3x6mm Stainless Steel Pan Head Screws","Standard M3 screws for securing internal PCBs and modules to 3D printed standoffs and internal plates.","mechanical","misc",20,0.08,1.60,"https://www.amazon.com/dp/B07MPJVW4W?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"M3 Nuts","M3 Stainless Steel Hex Nuts","Standard M3 nuts for securing various components with M3 screws, often used with standoffs.","mechanical","misc",10,0.05,0.50,"https://www.amazon.com/dp/B08N68W9SP?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"M4 Enclosure Lid Screws","M4x12mm Stainless Steel Countersunk Screws","Stainless steel screws for securely fastening the enclosure lid, ensuring weather sealing.","mechanical","misc",6,0.15,0.90,"https://www.amazon.com/s?k=M4x12mm+stainless+steel+countersunk+screws"
"Lanyard Attachment Point","","Robust 3D printed loop integrated into the enclosure design for attaching a lanyard or strap.","mechanical","3d_printed",1,0.90,0.90,"https://www.amazon.com/s?k=ABS+filament"
"Anti-Slip Rubber Feet","Self-Adhesive Rubber Bumper Feet","Small self-adhesive rubber feet to prevent the device from slipping on surfaces and provide minor impact absorption.","mechanical","misc",4,0.20,0.80,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxHZXMZopPmSvuqx09bNpnRx4M1WoHQMnaxBJrg96RYXkzKivyqp37jjhw2LqPCRfozqKzXSjinhYABV5791txWZllMRKarKmyFWUIgUHxZae8qzsIz4nBXeyXaVCyOXtQVYVlvBLX9E94A6E1U0qHSI1IGYNGjouIWlnxz2wXhxQCHfKVtKIsXwbAztRIj6UELxy6wmQpRREMELXhxr1P4mLTiy9JEIl6kKrXVVvomkbmFrMCjuvmX5XusIxqSD8GaDSjfSTiEC8EKCBsWRAcmpwMhapC5PGntydWzEU24w7Vc9J7jDL0jEfaz1NnOHjMboQBAE7KGr212ebdaP3WW8S4iCm1nlRYpAxQHBJ30OkDf6R3Rg2MDaMyvVPQTrYkwGxM6A2skHdhUYlnEgkZ3xbKxuqDBXxpvEpsBZkAZ6Rnb7SxtyQZDE7EkmNpzM2pncXKiihzPZbFS4ITyAjooDUUGOPNmIL7U6x1YM8uqAuzCZqquI4VrusVOvqcp28saUevvd3zOFmgM1aouVgfB4HmJdoU4UbQLemhDEPk6ZZRdZW5rikCiHbHMyj7A3TrWxTVd267usKxJ3oVyednFSBBRQLGkiBFJcqgGWpQikJAPztwfJ43NOpy4URt5eAfoRQoIbPupExoNIcQ0CvnY6f"
"IPS TFT Color Display Mount","","Front-bezel mount for the IPS TFT Color Display with a flush face and rear standoffs for the PCB. Cable relief on the bottom.","mechanical","3d_printed",1,2.00,2.00,""
"Audio Codec IC Mount","","Adapter plate for the Audio Codec IC that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Compact Solar Panel","5V 2W Monocrystalline Solar Panel","Compact monocrystalline solar panel for renewable energy input to the charge controller.","electrical","power",1,25.00,25.00,"https://www.adafruit.com/product/387"
"Solar Panel Mounting Bracket","null","3D printed bracket to securely mount the solar panel to the exterior of the rugged enclosure.","mechanical","3d_printed",1,1.50,1.50,"https://www.amazon.com/s?k=PETG+filament"
