Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Bioreactor Cooling Fan","12V DC Cooling Fan 80x80x25mm","Provides active airflow over the heatsink for improved thermal management.","electrical","actuator",1,7.00,7.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxHPzh2BsOFhuL9F72qTo5Aqs0GABflFlTsV02HVinUFSzMMC2leOwa8InGJtTuosPzvjRmi1KeJcngrjDGpBhhCE1OnwvJBs4pCBWIKtq9sD3YWeBU9CEHP8ccJw9BG4LN8oCVgPnKMXQaAPiB6Wzki638uZZ5RyD1obQNNpoguAbUdksosme7jE0l5mnuRblV3l9bWCtZhjWMq7mMl2s3Wi3mLUam0Els7BYuQVfDrBp6MR1B6oR3HB8QySr4IYmlzAlVs5sAsOOvyokFiLfcR3lzgHO4hKRU9SujWLP9tvLWiMGeW7T0tKSEuT4hzf8IFYS5eiq6IcywAocboOsvcITZ6eTKxibqOAMjSyFy1pnc5Qc7BHrTfMwzYuWVhr4NpN03jsTPswf207vXxRTn4BdAnQyHLrugwk7TscZhiBV31bhJN16D0qq208VV66YEUvrFOscXai7TCS7TbFx3GBBWmpEs00DI77WLibWInryRrdslueVKGircMi190nma11QH7imzil5Kwu2ZTWRoqWBONkPGe8EAtVal0cA6IfF6wqg6OyUfPvN2yOhwP9GPWGPtZidCncxORvyC3lrGzCjlljLaC0mWKCUXNXJea5sCWKsgkmqIgAG0i7Br6pYDKxyXkutvsDCVswFz9aoqzH"
"Main 12V Power Supply","12V 5A Power Supply Adapter","Provides 12V power for motors and main electronics.","electrical","power",1,15.00,15.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxRLnzGNSQYJr0eC25nbiEU3gndPmoNzcNUqtQIdd5KeEBkCBgr0y3XwOqUtz5aWVm4gedaV2Rtz1sEMv7rcU8U559voh5B5BywEiEAMDMWL6edsw49fDz1GFN6Co2A7rm7eq9D6IcWTmj3M1MM0ygWvuD5agzXvVWtkpTUaWOomi7BJakWnOYnZeDLOxBMSgq0v4wmcfZoXOr1xOtMQuejSA20RH0l7V8BhjOitrnutUr7GAi5Z3UyPWa3kzGWGZeoBsPT971j6gQUBpeYkfKSrwlCrD5RtfGekNKej91BZwnWjmFj43jXxDQuvLClnfDjVV7rLQl4uiM9MTTSTaDVsngY57MrIkZdz5yOjg87Y2xV2MSKeaCJ3QDQ1mzdfxccZBGtLtBzNOLMMSsFbAq6VzMvGtPm45aFKOnlvdPTixwvaWo2mfaZgBZtaCMgfMnC9ULKJJlsufmUNHz9FOcAb9rhSowQTYkXJh3MYsEXo0GF9719EJjTiFSkWM3LV3V5zPAcEF8nzLtkKfMeqa4uCOAwiyjVYNmHKAr9bYeUi8Umhnva1OyzNNGwMgsz0XaLKxECkIYEnJk8PQQQXLyCqw93593IwKI5TcDjbFg3GpuZYMlTaljkATRRMEXEDwWjoi6oxgioozIudfygao8fzh"
"4-Channel Relay Module","KY-019 4-Channel Relay Module 5V","","electrical","module",1,6.00,6.00,"https://www.amazon.com/s?k=4+channel+relay+module+5V"
"5V Step-Down Converter","LM2596 DC-DC Buck Converter Module","Step-down voltage regulator to convert 12V to 5V for the microcontroller and sensors.","electrical","power",1,5.00,5.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxfxyvZuXFg7GymQIiWhjuNtVTPqj3Lo4XOZwXfyPinxUunYhcnzsECmhQXvQMwBZFO7y8k7xoMt4iHjuv8bTZiSwN9PdOaJjeEstgI5aHcGyrbRTjMrq76aa3rCOGKKow9ilh4RN26OW5032Q8A2ovdeUBL8On7LAmb3PpqilGVbgAqyzJUf4vUSlpGbWyNwnHJQC59F7HfkNmMAbPGABOWfsLqrZyZnZpqGsAlYm4qo9o0CbR4CekVi511lmJV8Db7lnVqPdeSTULq9VwHuUzF26qVb4pJCOMLfP7CIucHT9JWns8gVz4mtI0hRZhC8Jq2LuwiNZWltkCBtPSqDc0aZfVDWEOwgYoz6Hr748Ujnb5MOghxGRrBLUcy1LNcH5ZyAsLAXTvKAUcghaQSTKKvZUmZhR8K2ZGkHHmSldb5Yt0GmRQtYidPrxgtubvF2SnZnKozGziLBfNzSYLU3rFNe3hBX2PFWrC37l3APka3ZBboyS8GLDuvJm4fmdzPqpKq6kueHSuP60R9uG5WESQJX0Ge2eV4AEkfIx0X0PoUJiNlx46vSzJoLOLXhwWDSJEtQxuumz5cjZlkCCKXHEzPDNmz0Lj1VEy7wFMfoLK9HLd7EPxb3AerDlrYOFhG642RU4SSptpu2AL1rESpj2ryf"
"Main Frame Base","Aluminum Extrusion","Base frame for supporting the entire bioreactor system, providing stability and structure.","mechanical","structural",1,45.00,45.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxRqFVjHhN7BMa8V4600PsYXXFaO58iUrUpszTZvwONHt2Vv9OY6dMIZNOoSso6r0N9iYIQiKxAobhiYArMzUto21vOJjIa85zlZeEKGEreHzOVDyPVLIbQLcwH1BiijViCrsGBWEkITFR7I36kKQxANRmHqkX0MZuxeV67v4Gw80r98aO6iyqQxiqAHaVDlkOTcqg55PLFA7eyFFi9szxbsSKSgikglrBP9Qhwb4ZNSIppiX5EPe0zw3HuAqyQaPZLpnVNrpXE7o3FBJ4K0FKuyf2t5FYJk2JzVFnD00D7w80890wIESVOvAFp6G669PJuQcPSzUv0HWpW2EsRqr0ADzV0kJ6vQn8sSMdCadklHJnslMT0bhag4VdFI8q8n0sYVGtm2RjXjhmZQuCLdZzfbIZRlZpef4Li93HShbNy9y8YGed6WEPVdPtIuiDQ2oGUNbLvSfpdIkJqDAByAQ6jlSvqSv6IujqA8k6XoU3alOkreJ2ntn81WQgOVPqZag6aqXmc1FYFo1ajkwHEKgUgsEc5h5L5QOm7eEKJU1zLDdpXkDlW5GkESBZriLwk3QiX22k7tj1p7PCwwasquaa60VRHzOQ2KiyTr6e6bI1Gx1eq1siSo7NrBLIg0uRik1cnR5MgCRlV4wj3TYMsc1kRBH"
"Main Frame Vertical (Front)","Aluminum Extrusion","Vertical supports for the main frame, holding up the bioreactor vessel and other components.","mechanical","structural",2,15.00,30.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxRqFVjHhN7BMa8V4600PsYXXFaO58iUrUpszTZvwONHt2Vv9OY6dMIZNOoSso6r0N9iYIQiKxAobhiYArMzUto21vOJjIa85zlZeEKGEreHzOVDyPVLIbQLcwH1BiijViCrsGBWEkITFR7I36kKQxANRmHqkX0MZuxeV67v4Gw80r98aO6iyqQxiqAHaVDlkOTcqg55PLFA7eyFFi9szxbsSKSgikglrBP9Qhwb4ZNSIppiX5EPe0zw3HuAqyQaPZLpnVNrpXE7o3FBJ4K0FKuyf2t5FYJk2JzVFnD00D7w80890wIESVOvAFp6G669PJuQcPSzUv0HWpW2EsRqr0ADzV0kJ6vQn8sSMdCadklHJnslMT0bhag4VdFI8q8n0sYVGtm2RjXjhmZQuCLdZzfbIZRlZpef4Li93HShbNy9y8YGed6WEPVdPtIuiDQ2oGUNbLvSfpdIkJqDAByAQ6jlSvqSv6IujqA8k6XoU3alOkreJ2ntn81WQgOVPqZag6aqXmc1FYFo1ajkwHEKgUgsEc5h5L5QOm7eEKJU1zLDdpXkDlW5GkESBZriLwk3QiX22k7tj1p7PCwwasquaa60VRHzOQ2KiyTr6e6bI1Gx1eq1siSo7NrBLIg0uRik1cnR5MgCRlV4wj3TYMsc1kRBH"
"Main Frame Vertical (Back)","Aluminum Extrusion","Vertical supports for the main frame, holding up the bioreactor vessel and other components.","mechanical","structural",2,25.00,50.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxRqFVjHhN7BMa8V4600PsYXXFaO58iUrUpszTZvwONHt2Vv9OY6dMIZNOoSso6r0N9iYIQiKxAobhiYArMzUto21vOJjIa85zlZeEKGEreHzOVDyPVLIbQLcwH1BiijViCrsGBWEkITFR7I36kKQxANRmHqkX0MZuxeV67v4Gw80r98aO6iyqQxiqAHaVDlkOTcqg55PLFA7eyFFi9szxbsSKSgikglrBP9Qhwb4ZNSIppiX5EPe0zw3HuAqyQaPZLpnVNrpXE7o3FBJ4K0FKuyf2t5FYJk2JzVFnD00D7w80890wIESVOvAFp6G669PJuQcPSzUv0HWpW2EsRqr0ADzV0kJ6vQn8sSMdCadklHJnslMT0bhag4VdFI8q8n0sYVGtm2RjXjhmZQuCLdZzfbIZRlZpef4Li93HShbNy9y8YGed6WEPVdPtIuiDQ2oGUNbLvSfpdIkJqDAByAQ6jlSvqSv6IujqA8k6XoU3alOkreJ2ntn81WQgOVPqZag6aqXmc1FYFo1ajkwHEKgUgsEc5h5L5QOm7eEKJU1zLDdpXkDlW5GkESBZriLwk3QiX22k7tj1p7PCwwasquaa60VRHzOQ2KiyTr6e6bI1Gx1eq1siSo7NrBLIg0uRik1cnR5MgCRlV4wj3TYMsc1kRBH"
"Bioreactor Vessel","50L Acrylic Tank","Primary transparent vessel for algae cultivation, allowing light penetration for photosynthesis.","mechanical","structural",1,120.00,120.00,"https://www.amazon.com/s?k=50L+acrylic+tank"
"Aeration Air Pump","Aquarium Air Pump (100L/min)","Provides air circulation and CO2 supply to the bioreactor for algae growth and mixing.","mechanical","mechanism",1,30.00,30.00,"https://www.amazon.com/s?k=aquarium+air+pump+100L/min"
"Air Diffuser Stone","Ceramic Air Stone","Generates fine bubbles from the air pump to efficiently aerate and mix the algae culture.","mechanical","mechanism",2,5.00,10.00,"https://www.amazon.com/s?k=ceramic+air+stone+aquarium"
"Gas Collection Manifold","PVC Pipe Manifold","Collects biogas from the bioreactor, channeling it towards purification and storage.","mechanical","structural",1,15.00,15.00,"https://www.homedepot.com/s/PVC+pipe+manifold"
"Gas Storage Tank","100L Biogas Storage Bag","Flexible bag for temporary storage of produced biogas, allowing for pressure accumulation.","mechanical","structural",1,60.00,60.00,"https://www.amazon.com/s?k=100L+biogas+storage+bag"
"Nutrient Reservoir","5L Plastic Container","Container for storing nutrient solution to be periodically added to the bioreactor.","mechanical","structural",1,10.00,10.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxfRGj0rwAyHKPVXcCSa1hY5uzWY3v4JEaKgEM0jSWNkrVhzHkkSkoyuiuiHjhsRZh8FEYgCtpm2KLKYnS2rg8QVlUNB1UAxro68d4UPnPj3s3PBYikItx6wApkjezjtsZMQt026kth3r64VFWNUsYP5nXidIBLzZnj6QK3Hssd6oIZLpyudtTe5IwPWYbbYASTHsvBflWCJ2K5Lzcz263kW2RJ3iI0u7NduuHHhu9qrcO9fKM2QGQY8TpP865h9Al19QgzoBO5H1uo5MfTAML2EflDgHeUYKcK5k2VA4amIkRCkWPpeECSUfCx5Yd9kdwXQori1FbLTv3LEiUw9oT3x5h5QFEQAFjTKfCiKeDTZorKqwm9rpzpVvyIBXhfPjwSbmhHD9A3gXhserxcrR6BCQeqfFe8CyvBxTohxWaPErU86wVM2dgHwFzsvY35nUT33NHdbTd0zdgLKkeWoP8M0rYg28XbFE5aaS6ur9UdYOI33mYM0uTJcjjNdY4lKfvugsiswmZRZIPMtcetmAUptWK17gMxncKyDwqisgc1SfDg1tn22nq8pg0iE3EcHkkDYsOMxU4N2kJlknbdz2iCZR5qBkLWnuNiaJuUPzt7btNC4vjWuYFZZmCZos0iNqJmfUBYmkxf2h84arIW1JSSzd"
"Silicone Tubing (6mm ID)","6mm ID Silicone Tubing","Flexible tubing for liquid and gas transfer, connecting pumps, sensors, and vessels.","mechanical","misc",1,12.00,12.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxwOZtzQgH4ymOvqpyMTtvAa1M1AADspBF4M2kOYfJ1p1q4OtqofN3qVpG3zXSa45PqMwDawK0xLNzojY5eTMWmrPhYo5VRFJW6EZ58W28G42yttnitI9H3VjHK42XSdhSDZbG6goFwoOy1tHom4MuxU6wcaJFtMLbueQxFEw4UThz3voPdwSXzVSeeeDCD0BJ9yKuQX8SXoeF1zYbO52207npRZeBZ4W41fgMm49qmHDqvsA35aBataZKecFunoyJjb06FCUZatr07BhKgvsD95dHzYsS8hHw1CS1n29XgjXmHyw5WVc4XcujZKMa8j9UmiD6DH1LZfOgiFpfpSun3HxPpUhadeS566y1z3rzpOICyp3Y0SR0qxD3sKDhNIsdaauYfLLgiyKzz3cq7qm3s9McjQS4XqAtBPOqLMVLTlOYcZl9w0krVLnLGSOqj3PqpVxlvOiI9KXjz2wcFr4yPCTrSI5lKFg27w8UE86slxdqZIfp2ubIgEs5LoQR31izWlmvlDHkkJgmALElZSX7pWFiww1GctG253sQfR8jkA2kdWxLZ4adsh8jsmqCk1xvJ7RFsIXBFgCPoZfcgLBc0wp8B2VNzvMoEDv9QuT7HjPCsNxZ0pujqrFiSUe13YgP057AfhKcV0PdIaI9o9F8I9V"
"Silicone Tubing (10mm ID)","10mm ID Silicone Tubing","Larger diameter tubing for primary gas lines, ensuring adequate flow to the storage tank.","mechanical","misc",1,8.00,8.00,"https://www.amazon.com/s?k=10mm+ID+silicone+tubing+2m"
"Ball Valve (6mm)","6mm Barb Ball Valve","Manual shut-off valve for liquid and gas lines, allowing isolation of sections.","mechanical","misc",4,4.00,16.00,"https://www.amazon.com/s?k=6mm+barb+ball+valve"
"Check Valve (6mm)","6mm Plastic Check Valve","Prevents backflow in liquid and gas lines, ensuring one-way flow.","mechanical","misc",3,3.00,9.00,"https://www.amazon.com/s?k=6mm+plastic+check+valve"
"Tubing T-Connector (6mm)","6mm Barbed T Connector","Splits or merges tubing lines for plumbing system flexibility.","mechanical","misc",5,1.50,7.50,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxHq2l413B1rouSzsE0ndbTVxsqR24m4i3ovZvAjjZQuyy9bPdJ663A34wZmVKu1Iy6oHqHTq23FXGlC0qHfkSHrbYpYE8BDslfrdU889oa9Jm8w142TjkUR2gad6QcDOEsElXD5JUKphCOHhoFu5MWxRxYo85TaZUgGCscuL0JBPEBAhFTCm7kSkvVYRhBGtxhavi0Bnhl4F6CJXoPqmUuMz73Q42bmwpBOxJ7upVhArh7TbhE4V4j2cgOcOZI7z5AOVERN3WYFRV7YEErJRzCygvC7eA1VMhVmnnfV0SndnqPRX8HRmv79hait4Mlr23QV5aTr031H2W85BGTgazxJ3MmsRTbS7mrLl6OUG7GzyDMLnxcryFxT2xIjL7JznibmMLFBGXXLqamTDuOnXJLJxhUXx2hLQ8TgQAvBk2TnccsUAkdL5mSsVZkXWCXefjBqVtv9rCulfqsHavrtFu1z3zMmNJN3tJmYedgu4hDaaaf7qGvHBGaaaamWlQZw3l3M7BfTNyqNGT4W5HqI7afqswjYt3HsfmDiM9O4RVlgbmZdOhxMNXAE2BFKmQT2wU0RiPPCDjx15ekdD3ssJBpNmXZSyBNmL9ohobJTdKyAl8aYa2JTiVXLUzusfT1NTybWLrDnl6fUcc07i17jm19Gn"
