Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"I2S Audio DAC","MAX98357A I2S Class D Mono Amplifier","Small Class D amplifier for driving a full-range speaker from the brain's I2S output.","electrical","module",1,7.00,7.00,"https://www.adafruit.com/product/3006"
"Small Speaker (1W)","8 Ohm 1 Watt Mini Speaker","Small speaker for audio output.","electrical","actuator",1,2.50,2.50,"https://www.adafruit.com/product/1890"
"Microphone Module with I2S","SPH0645LM4H I2S MEMS Microphone","Digital I2S MEMS microphone for high-quality audio capture with low power consumption.","electrical","sensor",1,6.00,6.00,"https://www.adafruit.com/product/3421"
"Microphone Physical Mute Switch","SPDT Slide Switch","Slide switch for overall device power control.","electrical","sensor",1,0.50,0.50,"https://www.digikey.com/en/products/detail/c-k/JS102011SAQN/1640492"
"Main Enclosure Bottom Shell","","Custom 3D-printed bottom shell forming the base and structural support for internal components. Features internal mounts and cable routing channels.","mechanical","3d_printed",1,15.00,15.00,"https://www.amazon.com/s?k=PETG+filament"
"Main Enclosure Top Shell","","Custom 3D-printed top shell with integrated openings for screens, rotary ring, and button cutouts. Designed for a sleek, curved, premium aesthetic.","mechanical","3d_printed",1,15.00,15.00,"https://www.amazon.com/s?k=PETG+filament"
"Circular Display Bezel","","Custom 3D-printed bezel for the circular display, designed to smoothly integrate with the rotary ring and main enclosure, providing a clean edge.","mechanical","3d_printed",1,1.50,1.50,"https://www.amazon.com/s?k=PETG+filament"
"Rectangular Display Bezel","","Custom 3D-printed bezel for the rectangular display, ensuring a flush and seamless integration into the top enclosure.","mechanical","3d_printed",1,2.00,2.00,"https://www.amazon.com/s?k=PETG+filament"
"Rotary Ring Outer","","Outer portion of the custom rotary ring mechanism, designed to be visually appealing and tactile, with internal gearing for the encoder.","mechanical","3d_printed",1,3.00,3.00,"https://www.amazon.com/s?k=PETG+filament"
"Rotary Ring Inner Gear","","Inner gear component of the rotary ring, mating with the rotary encoder's shaft, allowing smooth rotation and precise input.","mechanical","3d_printed",1,0.50,0.50,"https://www.amazon.com/s?k=PETG+filament"
"MCU Mounting Plate","","Small mounting plate to securely hold the ESP32-S3 main controller within the enclosure, ensuring stability and preventing movement.","mechanical","3d_printed",1,1.00,1.00,"https://www.amazon.com/s?k=PETG+filament"
"Back/Home Button Cap","","Ergonomic button cap designed to fit flush with the enclosure surface, providing a satisfying click for the 'Back / Home' function.","mechanical","3d_printed",1,0.25,0.25,"https://www.amazon.com/s?k=PETG+filament"
"Snooze Button Cap","","Flush-mounted button cap for the 'Snooze reminder' function, matching the minimalist aesthetic of the device.","mechanical","3d_printed",1,0.25,0.25,"https://www.amazon.com/s?k=PETG+filament"
"Dismiss Button Cap","","Flush-mounted button cap for the 'Dismiss reminder' function, maintaining the device's sleek profile.","mechanical","3d_printed",1,0.25,0.25,"https://www.amazon.com/s?k=PETG+filament"
"Focus Toggle Button Cap","","Flush-mounted button cap for the 'Start/Pause focus mode' function, designed for a consistent user experience.","mechanical","3d_printed",1,0.25,0.25,"https://www.amazon.com/s?k=PETG+filament"
"Mute/Privacy Button Cap","","Flush-mounted button cap for the optional 'Mute/Privacy' function, clearly identifiable if implemented.","mechanical","3d_printed",1,0.25,0.25,"https://www.amazon.com/s?k=PETG+filament"
"Speaker Grille","","Custom 3D-printed grille for the small speaker, integrated into the enclosure with a fine mesh pattern for sound diffusion and aesthetics.","mechanical","3d_printed",1,1.00,1.00,"https://www.amazon.com/s?k=PETG+filament"
"Microphone Mount","","Small internal mount for the microphone module, positioned to capture sound effectively while being hidden from view.","mechanical","3d_printed",1,0.50,0.50,"https://www.amazon.com/s?k=PETG+filament"
"Microphone Mute Switch Housing","","Internal housing for the microphone physical mute switch, allowing it to be securely mounted and accessible from the outside if needed.","mechanical","3d_printed",1,0.75,0.75,"https://www.amazon.com/s?k=PETG+filament"
"USB-C Port Mount","","Small internal mount to secure the USB-C power input connector, ensuring stability when plugging/unplugging the cable.","mechanical","3d_printed",1,0.50,0.50,"https://www.amazon.com/s?k=PETG+filament"
"M3x6mm Plastic Standoff","M3x6mm Plastic PCB Standoff","Plastic standoffs used to elevate PCBs (like the main MCU and display drivers) from the enclosure base, preventing short circuits.","mechanical","misc",8,0.10,0.80,"https://www.amazon.com/s?k=m3+6mm+plastic+standoff"
"M3x6mm Philips Head Screw","M3x6mm Philips Flat Head Screws","Used for securing PCBs to standoffs and fastening internal 3D-printed mounts.","mechanical","misc",12,0.05,0.60,"https://www.amazon.com/s?k=m3+6mm+screws"
"M2x4mm Philips Head Screw","M2x4mm Philips Flat Head Screws","Smaller screws for securing displays to their bezels or mounting small modules like the microphone.","mechanical","misc",8,0.03,0.24,"https://www.amazon.com/s?k=m2+4mm+screws"
"Non-Slip Rubber Feet","Self-Adhesive Rubber Feet Pads","Small self-adhesive rubber feet to prevent the device from sliding on a desk surface.","mechanical","misc",4,0.20,0.80,"https://www.amazon.com/s?k=self+adhesive+rubber+feet"
"Miniature Ball Bearing (Rotary Ring)","683ZZ Ball Bearing (3x7x3mm)","Small ball bearing to provide smooth, low-friction rotation for the outer rotary ring, enhancing the premium feel.","mechanical","mechanism",1,1.50,1.50,"https://www.amazon.com/s?k=683zz+bearing"
"Internal Cable Clips","","Small 3D-printed clips integrated into the bottom enclosure to manage and route internal wiring for a clean setup.","mechanical","3d_printed",6,0.10,0.60,"https://www.amazon.com/s?k=PETG+filament"
"I2S Audio DAC Mount","","Adapter plate for the I2S Audio DAC that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Apple MagSafe Charger","Apple MagSafe Charger","Official Apple MagSafe Charger for iPhone wireless charging. Requires separate USB-C power adapter (not included in this project's scope).","mechanical","module",1,39.00,39.00,"https://www.apple.com/shop/product/MHXH3AM/A/magsafe-charger"
"MagSafe Charger Mount","Custom 3D-Printed MagSafe Mount","Custom 3D-printed mount designed to securely hold the Apple MagSafe charger flush with the enclosure surface.","mechanical","3d_printed",1,3.00,3.00,"https://www.amazon.com/s?k=PETG+filament"
