Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Main LiPo Battery","3S 11.1V 2200mAh LiPo Battery","Long-lasting portable battery for main power supply.","electrical","power",1,25.00,25.00,"https://www.amazon.com/dp/B0BYNSH6Q7?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Power Distribution Board","XT60 PDB with BEC","Distributes power from the LiPo battery to various components and includes 5V/12V BECs.","electrical","power",1,7.00,7.00,"https://www.amazon.com/s?k=XT60+PDB+BEC"
"5V Step-Down Regulator","LM2596 DC-DC Buck Converter","Steps down 24V to 5V for the ESP32 and other low-power components.","electrical","power",1,3.00,3.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxfxyvZuXFg7GymQIiWhjuNtVTPqj3Lo4XOZwXfyPinxUunYhcnzsECmhQXvQMwBZFO7y8k7xoMt4iHjuv8bTZiSwN9PdOaJjeEstgI5aHcGyrbRTjMrq76aa3rCOGKKow9ilh4RN26OW5032Q8A2ovdeUBL8On7LAmb3PpqilGVbgAqyzJUf4vUSlpGbWyNwnHJQC59F7HXQwNQbTPXg0lunfZT3PMLwG0hy5wjCEVC0T1LMVwbxB9xRrTN2tbaX2U07tx98wlQ8p86LAwpA9Vi8eKeA1zSOErslZvHV99NyrMqsCRaLo8Q0YZxwy3CvOGuEc4mKXo0I7HXh2k3GzbJaToF5ggRx9E0xIgYBZuDPyEXbHHwhZWPaqMjh3YwRmEa48Nr3abLMcQ0iG0B0rSFRq4kTRXKTN28j1GihjXnqxxHkSEtX9tTMqVFcLhf3QvISsseO5I9RxIWf98Aadguqk3Ofed9sX6Ehg3rgOjHPNDr7CRa8kUw8uAhmcRFTkj0Cxp3cY3cIktoNAXwDUHeldXlfoL4VGcSgbFwk7iHm8WLkQWsDfrYI9TBZ3ETDkKexRpuEIo7PCW2eGGYPRM8HWYqm5FNcE90xMP5fQORQMbJa5DosaCigh9EcVvy2ePt57wmrRLjmL3kds9psDDXV"
"Boat Hull","RC Boat Hull","Waterproof hull for the miniature river cleaning boat.","mechanical","enclosure",1,75.00,75.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxRds6s1uWSn30yhUdOJnWVoYpn7BllNQXW39IRXSaGnANp7McGQtlxs16UiqIi6WjmPrLWGqTIJ0Ji2aQuVRRHqSLVHPewDQR4zOzTOeZoHtgK0jffxxbgQDX5EcYUJbLRktPISMkEk9vxpoguUDgNew1NM4JqFltXjxjzE23yexTCEbEDf8FWc5baMQkFgXFTr3vRvKWcSTsFPRNGqjlkk8oqgRMUYCMl6kD7TEOe7vJQhwpll2cAxMk8SGjPSM7m2wN1NpGn1NcQpS5MhPN0LAfAPpcBgtmVYmF0Z3jovECF5ayfSemvjpLKfhmQaqdnJ3zZ8omkYxutTrEB8rne0PAUgMojbUQJ0CHZDFbwBPQICjDDKI3KVsaiMOlBFcMG0SMUenluIoBwCR7aGFtpuhkUmPTABVk0dOMq4p6dEEPgGjQeNoPWHVYplQRHx1oewY7sGIUrH12CtUAng0k69QscPlzze9v1eFQIjfs9JVVATNRo2SnYZ0hVuw8oenaWrJGXtfcxW8DfomNzTeHsfelmIDZ5TmZCLE7fhMOppchk5SrOPPrr7Wsww2jyplsxgOhx1LQeLCzdfTChl5CLMBhRITh4iURjQ9NP5ZcBLB3OW8ejYbQKXe5qb5M0HCFFhcJ5MMWzgkZ46zUPRnwPuB"
"Left Propulsion Propeller","2-Blade RC Boat Propeller 30mm","Left propeller for differential steering and propulsion.","mechanical","mechanism",1,3.50,3.50,"https://www.amazon.com/s?k=rc+boat+propeller+30mm+left"
"Right Propulsion Propeller","2-Blade RC Boat Propeller 30mm","Right propeller for differential steering and propulsion.","mechanical","mechanism",1,3.50,3.50,"https://www.amazon.com/s?k=rc+boat+propeller+30mm+right"
"Left Propeller Shaft Coupling","Motor Shaft Coupling 2mm to 3mm","Coupling for connecting the left propulsion motor to its propeller shaft.","mechanical","mechanism",1,2.00,2.00,"https://www.amazon.com/s?k=motor+shaft+coupling+2mm+3mm"
"Right Propeller Shaft Coupling","Motor Shaft Coupling 2mm to 3mm","Coupling for connecting the right propulsion motor to its propeller shaft.","mechanical","mechanism",1,2.00,2.00,"https://www.amazon.com/s?k=motor+shaft+coupling+2mm+3mm"
"Left Propeller Shaft","RC Boat Drive Shaft 3mm x 100mm","Shaft for the left propeller, extending through the hull.","mechanical","mechanism",1,5.00,5.00,"https://www.amazon.com/s?k=rc+boat+drive+shaft+3mm"
"Right Propeller Shaft","RC Boat Drive Shaft 3mm x 100mm","Shaft for the right propeller, extending through the hull.","mechanical","mechanism",1,5.00,5.00,"https://www.amazon.com/s?k=rc+boat+drive+shaft+3mm"
"Left Propeller Shaft Bearing","Flange Bearing 3x7x3mm","Bearing to support the left propeller shaft at the hull penetration.","mechanical","mechanism",1,1.50,1.50,"https://www.amazon.com/s?k=flange+bearing+3x7x3mm"
"Right Propeller Shaft Bearing","Flange Bearing 3x7x3mm","Bearing to support the right propeller shaft at the hull penetration.","mechanical","mechanism",1,1.50,1.50,"https://www.amazon.com/s?k=flange+bearing+3x7x3mm"
"Propeller Shaft Seal Ring","Nitrile O-Ring 3mm ID","O-rings for watertight sealing around the propeller shafts.","mechanical","misc",2,0.50,1.00,"https://www.amazon.com/s?k=nitrile+o+ring+3mm+id"
"Left Propulsion Motor Mount","","3D printed mount for the left propulsion motor inside the hull.","undefined","3d_printed",1,0.80,0.80,"undefined"
"Right Propulsion Motor Mount","","3D printed mount for the right propulsion motor inside the hull.","undefined","3d_printed",1,0.80,0.80,"undefined"
"Conveyor Belt Frame Front","","Front section of the 3D printed frame for the debris collection conveyor belt system.","undefined","3d_printed",1,1.50,1.50,"undefined"
"Conveyor Belt Frame Rear","","Rear section of the 3D printed frame for the debris collection conveyor belt system.","undefined","3d_printed",1,1.50,1.50,"undefined"
"Conveyor Belt Rollers","","3D printed rollers to drive and support the conveyor belt.","undefined","3d_printed",2,1.00,2.00,"undefined"
"Conveyor Belt Material","Rubber Conveyor Belt Material 80mm wide","Flexible rubber material for the debris collection conveyor belt.","mechanical","mechanism",1,8.00,8.00,"https://www.amazon.com/s?k=rubber+conveyor+belt+material"
"Conveyor Motor Mount","","3D printed mount for the conveyor belt motor.","undefined","3d_printed",1,0.60,0.60,"undefined"
"Conveyor Drive Gear (Motor Side)","","3D printed gear to transfer power from the conveyor motor to the roller.","undefined","3d_printed",1,0.30,0.30,"undefined"
"Conveyor Drive Gear (Roller Side)","","3D printed gear to mate with the motor gear and drive the conveyor roller.","undefined","3d_printed",1,0.50,0.50,"undefined"
"Debris Collection Scoop","","Front 3D printed scoop mechanism to guide debris onto the conveyor belt.","undefined","3d_printed",1,2.00,2.00,"undefined"
"Debris Storage Bin","","3D printed bin for collecting and holding the debris conveyed from the river.","undefined","3d_printed",1,2.50,2.50,"undefined"
"Solar Panel Mount Frame","","3D printed frame to securely mount the solar panel on top of the boat.","undefined","3d_printed",1,1.50,1.50,"undefined"
"Electronics Enclosure Base","","3D printed waterproof base for housing the main electronics.","undefined","3d_printed",1,2.00,2.00,"undefined"
"Electronics Enclosure Lid","","3D printed waterproof lid for the main electronics enclosure, with gasket groove.","undefined","3d_printed",1,1.00,1.00,"undefined"
"Electronics Enclosure Gasket","Silicone O-Ring Cord 2mm","Silicone cord for creating a watertight seal for the electronics enclosure.","mechanical","misc",1,3.00,3.00,"https://www.amazon.com/s?k=silicone+o+ring+cord+2mm"
"Waterproof Cable Gland","M12 Waterproof Cable Gland","Waterproof glands for routing cables into the electronics enclosure.","mechanical","misc",3,1.50,4.50,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxHXt4wf5acYmKuPZwO5LRZ3dkFq1CVbeDFrw84c1e3YWK8L2ZLUlunhXgYsLwEDVITQ3wuSkwALfCw1Lro15ErO4qE1qVEjAJE0YqUo8eQ5rTf0q6dwwHquKXDuCU9aV338xhhKb98nIRGcxIAVf9Uk1k1dUObgjFGBHm6lEeVhvY90H6X2L4fl4pRcLa8EVDO9thGjT2N5lHtKvRYi1q3JdKt4ocgzl4Yab3DP1S0wlyY8a8K95GavotbutXIWOy9Pk489RP6rynSE0KDnz5f36d3JIUoUEd0YRnWMIk2YoDtd69TSRICTWn3enkIIwWpal40yvxYkRWpVDJUODmD64OxjhzyDL7v6wDHKrTHnjvhk9uLDqYIGNYnNLoBuDIia5hv4yB9xNV4eU5lwpA397x338ZpaCjztZ8KZKvBFMRmEHWKCehJttV54gRR5KEBTgnFLQxtrapoPqaNb428aLRCzHaswfa5nFGF68507Ip8RaYBsL7742l5fMLSsIxKtrFYUPhUzrpvFxlAEjN7bayrDx0JSp0U49dNK5jSOEblHTIzuhv8mdfcrR245vOPqTwh2wmaqYHoVNNMdOy1eI6brwyRUqOGSNdhmHw2Amly9o2Xppc9IgRa1zGVi2lhlC3uwm0B9lWGBsrJPc5qBp"
"M3x10mm Mounting Screws","M3x10mm Stainless Steel Screws","General purpose M3 screws for mounting components.","mechanical","misc",20,0.05,1.00,"https://www.amazon.com/dp/B0DJQHJ8Y1?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"M3 Nuts","M3 Stainless Steel Hex Nuts","M3 nuts for use with M3 screws.","mechanical","misc",20,0.03,0.60,"https://www.amazon.com/dp/B08N68W9SP?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"LiPo Battery Strap","Velcro Battery Strap 200mm","Velcro strap to secure the LiPo battery within the hull.","mechanical","misc",1,1.50,1.50,"https://www.amazon.com/s?k=velcro+battery+strap+200mm"
"Internal Mounting Plate","","Internal plate for mounting various components within the hull, above the electronics enclosure.","undefined","3d_printed",1,2.50,2.50,"undefined"
"Left ESC Mount","","3D printed mount for the left Electronic Speed Controller.","undefined","3d_printed",1,0.70,0.70,"undefined"
"Right ESC Mount","","3D printed mount for the right Electronic Speed Controller.","undefined","3d_printed",1,0.70,0.70,"undefined"
"Main Controller Mount","","Standoff bracket sized to the Main Controller's mounting hole pattern. M2.5 holes for board fasteners; vented underside for airflow.","mechanical","3d_printed",1,2.00,2.00,""
"RC Receiver Mount","","Adapter plate for the RC Receiver that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Conveyor Motor Driver Mount","","Per-position bracket for the Conveyor Motor Driver with M3 mounting holes matched to its bolt pattern. Rated for the actuator's continuous torque/load class.","mechanical","3d_printed",1,2.00,2.00,""
