Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Heated Print Bed","MK3 Aluminum Heated Bed 12V","Heats the build surface for part adhesion.","electrical","actuator",1,20.00,20.00,"https://www.amazon.com/s?k=mk3+heated+bed+12v"
"Heated Bed Thermistor","NTC 3950 100K Thermistor","Measures the temperature of the hotend.","electrical","sensor",1,1.50,1.50,"https://www.amazon.com/s?k=NTC+3950+100K+thermistor"
"X/Y Frame Extrusion (Front)","2020 Aluminum Extrusion","Front horizontal aluminum extrusion forming part of the main frame for X and Y axes.","mechanical","structural",1,4.50,4.50,"https://www.amazon.com/s?k=2020+aluminum+extrusion+300mm"
"X/Y Frame Extrusion (Back)","2020 Aluminum Extrusion","Rear horizontal aluminum extrusion forming part of the main frame for X and Y axes.","mechanical","structural",1,4.50,4.50,"https://www.amazon.com/s?k=2020+aluminum+extrusion+300mm"
"X/Y Frame Extrusion (Left)","2020 Aluminum Extrusion","Left vertical aluminum extrusion connecting front and back frames, supporting the X/Y axes.","mechanical","structural",1,4.50,4.50,"https://www.amazon.com/s?k=2020+aluminum+extrusion+300mm"
"X/Y Frame Extrusion (Right)","2020 Aluminum Extrusion","Right vertical aluminum extrusion connecting front and back frames, supporting the X/Y axes.","mechanical","structural",1,4.50,4.50,"https://www.amazon.com/s?k=2020+aluminum+extrusion+300mm"
"Z-Axis Extrusion (Left)","2020 Aluminum Extrusion","Left vertical aluminum extrusion supporting the Z-axis linear motion system.","mechanical","structural",1,5.50,5.50,"https://www.amazon.com/s?k=2020+aluminum+extrusion+350mm"
"Z-Axis Extrusion (Right)","2020 Aluminum Extrusion","Right vertical aluminum extrusion supporting the Z-axis linear motion system.","mechanical","structural",1,5.50,5.50,"https://www.amazon.com/s?k=2020+aluminum+extrusion+350mm"
"Top Cross Extrusion","2020 Aluminum Extrusion","Top horizontal aluminum extrusion connecting the Z-axis vertical extrusions for stability.","mechanical","structural",1,4.50,4.50,"https://www.amazon.com/s?k=2020+aluminum+extrusion+300mm"
"Y-Axis Smooth Rod (Left)","8mm Smooth Rod","Left smooth rod for linear motion of the Y-axis (print bed).","mechanical","mechanism",1,3.00,3.00,"https://www.amazon.com/s?k=8mm+smooth+rod+300mm"
"Y-Axis Smooth Rod (Right)","8mm Smooth Rod","Right smooth rod for linear motion of the Y-axis (print bed).","mechanical","mechanism",1,3.00,3.00,"https://www.amazon.com/s?k=8mm+smooth+rod+300mm"
"X-Axis Smooth Rod (Top)","8mm Smooth Rod","Top smooth rod for linear motion of the X-axis (hotend carriage).","mechanical","mechanism",1,3.00,3.00,"https://www.amazon.com/s?k=8mm+smooth+rod+300mm"
"X-Axis Smooth Rod (Bottom)","8mm Smooth Rod","Bottom smooth rod for linear motion of the X-axis (hotend carriage).","mechanical","mechanism",1,3.00,3.00,"https://www.amazon.com/s?k=8mm+smooth+rod+300mm"
"Z-Axis Lead Screw","T8 Lead Screw with Nut","T8 lead screw for precise vertical movement of the X-axis gantry.","mechanical","mechanism",1,6.00,6.00,"https://www.amazon.com/s?k=T8+lead+screw+300mm"
"LM8UU Bearing (Y-Axis Left Front)","LM8UU Linear Bearing","LM8UU linear bearing for smooth motion on the Y-axis smooth rods.","mechanical","mechanism",1,1.00,1.00,"https://www.amazon.com/s?k=LM8UU+linear+bearing"
"LM8UU Bearing (Y-Axis Left Back)","LM8UU Linear Bearing","LM8UU linear bearing for smooth motion on the Y-axis smooth rods.","mechanical","mechanism",1,1.00,1.00,"https://www.amazon.com/s?k=LM8UU+linear+bearing"
"LM8UU Bearing (Y-Axis Right Front)","LM8UU Linear Bearing","LM8UU linear bearing for smooth motion on the Y-axis smooth rods.","mechanical","mechanism",1,1.00,1.00,"https://www.amazon.com/s?k=LM8UU+linear+bearing"
"LM8UU Bearing (Y-Axis Right Back)","LM8UU Linear Bearing","LM8UU linear bearing for smooth motion on the Y-axis smooth rods.","mechanical","mechanism",1,1.00,1.00,"https://www.amazon.com/s?k=LM8UU+linear+bearing"
"LM8UU Bearing (X-Axis Top)","LM8UU Linear Bearing","LM8UU linear bearing for smooth motion on the X-axis smooth rods (top).","mechanical","mechanism",1,1.00,1.00,"https://www.amazon.com/s?k=LM8UU+linear+bearing"
"LM8UU Bearing (X-Axis Bottom)","LM8UU Linear Bearing","LM8UU linear bearing for smooth motion on the X-axis smooth rods (bottom).","mechanical","mechanism",1,1.00,1.00,"https://www.amazon.com/s?k=LM8UU+linear+bearing"
"GT2 Timing Belt","GT2 6mm Timing Belt (5m)","GT2 timing belt used for X and Y axis motion transmission.","mechanical","mechanism",1,6.00,6.00,"https://www.amazon.com/s?k=gt2+6mm+timing+belt+5m"
"GT2 Pulley (X Motor)","GT2 20-Tooth Pulley 5mm bore","GT2 20-tooth pulley for the X-axis stepper motor.","mechanical","mechanism",1,1.50,1.50,"https://www.amazon.com/s?k=gt2+20t+pulley+5mm+bore"
"GT2 Pulley (Y Motor)","GT2 20-Tooth Pulley 5mm bore","GT2 20-tooth pulley for the Y-axis stepper motor.","mechanical","mechanism",1,1.50,1.50,"https://www.amazon.com/s?k=gt2+20t+pulley+5mm+bore"
"GT2 Idler Pulley (X Left)","GT2 Idler Pulley 20-Tooth","Smooth idler pulley for X-axis belt tensioning and routing.","mechanical","mechanism",1,1.00,1.00,"https://www.amazon.com/s?k=gt2+idler+pulley+smooth"
"GT2 Idler Pulley (X Right)","GT2 Idler Pulley 20-Tooth","Smooth idler pulley for X-axis belt tensioning and routing.","mechanical","mechanism",1,1.00,1.00,"https://www.amazon.com/s?k=gt2+idler+pulley+smooth"
"GT2 Idler Pulley (Y Front)","GT2 Idler Pulley 20-Tooth","Smooth idler pulley for Y-axis belt tensioning and routing.","mechanical","mechanism",1,1.00,1.00,"https://www.amazon.com/s?k=gt2+idler+pulley+smooth"
"GT2 Idler Pulley (Y Back)","GT2 Idler Pulley 20-Tooth","Smooth idler pulley for Y-axis belt tensioning and routing.","mechanical","mechanism",1,1.00,1.00,"https://www.amazon.com/s?k=gt2+idler+pulley+smooth"
"MK8 Hotend Assembly","MK8 Extruder Hotend","Complete MK8 hotend assembly including nozzle, heater block, and heat sink.","mechanical","mechanism",1,15.00,15.00,"https://www.amazon.com/s?k=mk8+hotend+assembly"
"Bowden Extruder","MK8 Bowden Extruder","Bowden type extruder mechanism for feeding filament to the hotend.","mechanical","mechanism",1,8.00,8.00,"https://www.amazon.com/s?k=mk8+bowden+extruder"
"PTFE Tubing","PTFE Bowden Tubing 2x4mm (1m)","PTFE tubing for guiding filament from the extruder to the hotend in a Bowden setup.","mechanical","misc",1,3.00,3.00,"https://www.amazon.com/s?k=ptfe+bowden+tubing+2x4mm"
"Print Bed Aluminum Plate","Aluminum Heated Bed Plate","Aluminum plate serving as the base for the heated print bed.","mechanical","structural",1,10.00,10.00,"https://www.amazon.com/s?k=220x220mm+aluminum+heated+bed+plate"
"Glass Build Surface","Borosilicate Glass Plate 220x220mm","Borosilicate glass plate providing a flat and smooth printing surface.","mechanical","misc",1,8.00,8.00,"https://www.amazon.com/s?k=220x220mm+borosilicate+glass"
"Bed Leveling Springs","3D Printer Bed Springs","Springs used for manual bed leveling and maintaining consistent bed height.","mechanical","misc",4,0.50,2.00,"https://www.amazon.com/s?k=3d+printer+bed+springs"
"M3 Screws Assortment","M3 Hex Socket Head Cap Screws","Assortment of M3 screws (various lengths) for general assembly.","mechanical","misc",50,0.05,2.50,"https://www.amazon.com/s?k=m3+hex+socket+screws+assortment"
"M3 Nuts Assortment","M3 Hex Nuts","Assortment of M3 nuts for general assembly.","mechanical","misc",50,0.02,1.00,"https://www.amazon.com/s?k=m3+hex+nuts+assortment"
"M4 Screws Assortment","M4 Hex Socket Head Cap Screws","Assortment of M4 screws (various lengths) for general assembly.","mechanical","misc",20,0.07,1.40,"https://www.amazon.com/s?k=m4+hex+socket+screws+assortment"
"M4 Nuts Assortment","M4 Hex Nuts","Assortment of M4 nuts for general assembly.","mechanical","misc",20,0.03,0.60,"https://www.amazon.com/s?k=m4+hex+nuts+assortment"
"M3 Washers","M3 Flat Washers","M3 flat washers for distributing load and preventing loosening.","mechanical","misc",50,0.01,0.50,"https://www.amazon.com/s?k=m3+flat+washers"
"M5 T-Nuts","M5 2020 Series T-Nuts","M5 T-nuts for attaching components to 2020 aluminum extrusions.","mechanical","misc",50,0.08,4.00,"https://www.amazon.com/s?k=m5+2020+t-nuts"
"Z-Axis Coupler","5x8mm Flexible Shaft Coupler","Flexible coupler to connect Z-axis stepper motor to the lead screw.","mechanical","mechanism",1,3.00,3.00,"https://www.amazon.com/s?k=5x8mm+flexible+shaft+coupler"
"Hotend Cooling Fan","3010 Blower Fan 12V","30x30x10mm 12V fan for cooling the hotend heatsink.","mechanical","misc",1,3.00,3.00,"https://www.amazon.com/s?k=3010+blower+fan+12v"
"Part Cooling Fan","4010 Blower Fan 12V","40x40x10mm 12V fan for cooling printed parts during extrusion.","mechanical","misc",1,4.00,4.00,"https://www.amazon.com/s?k=4010+blower+fan+12v"
"RAMPS Controller Mount","RAMPS Controller Mount","3D-printed bracket to mount the Arduino Mega and RAMPS 1.4 board to the frame.","mechanical","3d_printed",1,1.50,1.50,"https://www.amazon.com/s?k=3d+printer+ramps+mount+stl"
"X-Axis Stepper Motor Mount","X-Axis Stepper Motor Mount","3D-printed mount for securing the X-axis NEMA 17 stepper motor to the frame.","mechanical","3d_printed",1,0.50,0.50,"https://www.amazon.com/s?k=3d+printer+nema+17+mount+stl"
"Y-Axis Stepper Motor Mount","Y-Axis Stepper Motor Mount","3D-printed mount for securing the Y-axis NEMA 17 stepper motor to the frame.","mechanical","3d_printed",1,0.50,0.50,"https://www.amazon.com/s?k=3d+printer+nema+17+mount+stl"
"Z-Axis Stepper Motor Mount","Z-Axis Stepper Motor Mount","3D-printed mount for securing the Z-axis NEMA 17 stepper motor to the frame.","mechanical","3d_printed",1,0.50,0.50,"https://www.amazon.com/s?k=3d+printer+nema+17+mount+stl"
"Extruder Stepper Motor Mount","Extruder Stepper Motor Mount","3D-printed mount for securing the extruder NEMA 17 stepper motor.","mechanical","3d_printed",1,0.50,0.50,"https://www.amazon.com/s?k=3d+printer+nema+17+mount+stl"
"X-Axis Endstop Mount","X-Axis Endstop Mount","3D-printed mount for the X-axis endstop switch.","mechanical","3d_printed",1,0.10,0.10,"https://www.amazon.com/s?k=3d+printer+endstop+mount+stl"
"Y-Axis Endstop Mount","Y-Axis Endstop Mount","3D-printed mount for the Y-axis endstop switch.","mechanical","3d_printed",1,0.10,0.10,"https://www.amazon.com/s?k=3d+printer+endstop+mount+stl"
"Z-Axis Endstop Mount","Z-Axis Endstop Mount","3D-printed mount for the Z-axis endstop switch.","mechanical","3d_printed",1,0.10,0.10,"https://www.amazon.com/s?k=3d+printer+endstop+mount+stl"
"Power Supply Mount","Power Supply Mount","3D-printed bracket to securely mount the power supply unit to the printer frame.","mechanical","3d_printed",1,2.00,2.00,"https://www.amazon.com/s?k=3d+printer+power+supply+mount+stl"
"X-Axis Hotend Carriage","X-Axis Hotend Carriage","3D-printed carriage for mounting the hotend and running on X-axis smooth rods.","mechanical","3d_printed",1,1.00,1.00,"https://www.amazon.com/s?k=prusa+i3+x+carriage+stl"
"Y-Axis Belt Holder","Y-Axis Belt Holder","3D-printed part to clamp the Y-axis timing belt to the print bed carriage.","mechanical","3d_printed",1,0.20,0.20,"https://www.amazon.com/s?k=3d+printer+y+belt+holder+stl"
"Y-Axis Bed Frame (Left)","","3D-printed frame component for the left side of the Y-axis print bed assembly.","mechanical","3d_printed",1,1.00,1.00,"https://www.amazon.com/s?k=prusa+i3+y+bed+frame+stl"
"Y-Axis Bed Frame (Right)","","3D-printed frame component for the right side of the Y-axis print bed assembly.","mechanical","3d_printed",1,1.00,1.00,"https://www.amazon.com/s?k=prusa+i3+y+bed+frame+stl"
"Z-Axis Leadscrew Nut Mount","Z-Axis Leadscrew Nut Mount","3D-printed mount for securing the T8 leadscrew nut to the X-axis gantry.","mechanical","3d_printed",1,0.30,0.30,"https://www.amazon.com/s?k=t8+leadscrew+nut+mount+stl"
"Hotend Fan Shroud","Hotend Fan Shroud","3D-printed duct for directing airflow from the hotend fan to the heatsink.","mechanical","3d_printed",1,0.20,0.20,"https://www.amazon.com/s?k=3d+printer+hotend+fan+shroud+stl"
"Part Cooling Duct","Part Cooling Duct","3D-printed duct for directing airflow from the part cooling fan onto the printed object.","mechanical","3d_printed",1,0.30,0.30,"https://www.amazon.com/s?k=3d+printer+part+cooling+duct+stl"
"Filament Spool Holder","Filament Spool Holder","3D-printed holder for mounting a filament spool on the printer frame.","mechanical","3d_printed",1,1.00,1.00,"https://www.amazon.com/s?k=3d+printer+spool+holder+stl"
"Main Controller MCU Mount","Main Controller MCU Mount","Standoff bracket sized to the Main Controller MCU's mounting hole pattern. M2.5 holes for board fasteners; vented underside for airflow.","mechanical","3d_printed",1,2.00,2.00,""
"X-Axis Stepper Driver Mount","X-Axis Stepper Driver Mount","Adapter plate for the X-Axis Stepper Driver that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Y-Axis Stepper Driver Mount","Y-Axis Stepper Driver Mount","Adapter plate for the Y-Axis Stepper Driver that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Z-Axis Stepper Driver Mount","Z-Axis Stepper Driver Mount","Adapter plate for the Z-Axis Stepper Driver that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Extruder Stepper Driver Mount","Extruder Stepper Driver Mount","Adapter plate for the Extruder Stepper Driver that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Hotend Heater Cartridge Mount","Hotend Heater Cartridge Mount","Per-position bracket for the Hotend Heater Cartridge with M3 mounting holes matched to its bolt pattern. Rated for the actuator's continuous torque/load class.","mechanical","3d_printed",1,2.00,2.00,""
"Hotend Thermistor Mount","Hotend Thermistor Mount","Form-fitting cradle for the Hotend Thermistor that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"Heated Print Bed Mount","Heated Print Bed Mount","Per-position bracket for the Heated Print Bed with M3 mounting holes matched to its bolt pattern. Rated for the actuator's continuous torque/load class.","mechanical","3d_printed",1,2.00,2.00,""
"Heated Bed Thermistor Mount","Heated Bed Thermistor Mount","Form-fitting cradle for the Heated Bed Thermistor that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
