Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"5-inch Propeller CCW (FR)","Gemfan 51433 Propeller CCW","Durable 3-blade 5-inch propeller for racing, optimized for 6S power, Counter-Clockwise rotation.","mechanical","mechanism",1,2.50,2.50,"https://www.racedayquads.com/products/gemfan-51433-propellers-12-pack?variant=39707166113905"
"5-inch Propeller CCW (RL)","Gemfan 51433 Propeller CCW","Durable 3-blade 5-inch propeller for racing, optimized for 6S power, Counter-Clockwise rotation.","mechanical","mechanism",1,2.50,2.50,"https://www.racedayquads.com/products/gemfan-51433-propellers-12-pack?variant=39707166113905"
"5-inch Propeller CW (RR)","Gemfan 51433 Propeller CW","Durable 3-blade 5-inch propeller for racing, optimized for 6S power, Clockwise rotation.","mechanical","mechanism",1,2.50,2.50,"https://www.racedayquads.com/products/gemfan-51433-propellers-12-pack?variant=39707166113905"
"LiPo Battery Strap 1","RDQ LiPo Strap 20x250mm","Velcro strap for securing the LiPo battery to the drone frame's top plate.","mechanical","misc",1,3.00,3.00,"https://www.racedayquads.com/products/racedayquads-lipo-straps-pack-of-2"
"LiPo Battery Strap 2","RDQ LiPo Strap 20x250mm","Velcro strap for securing the LiPo battery to the drone frame's top plate.","mechanical","misc",1,3.00,3.00,"https://www.racedayquads.com/products/racedayquads-lipo-straps-pack-of-2"
"FC/ESC M3 Standoff 1","M3 Nylon Standoffs 20mm","Nylon standoff to separate flight controller and ESC, and mount to the frame.","mechanical","misc",1,0.20,0.20,"https://www.amazon.com/s?k=M3+nylon+standoffs+20mm"
"FC/ESC M3 Standoff 2","M3 Nylon Standoffs 20mm","Nylon standoff to separate flight controller and ESC, and mount to the frame.","mechanical","misc",1,0.20,0.20,"https://www.amazon.com/s?k=M3+nylon+standoffs+20mm"
"FC/ESC M3 Standoff 3","M3 Nylon Standoffs 20mm","Nylon standoff to separate flight controller and ESC, and mount to the frame.","mechanical","misc",1,0.20,0.20,"https://www.amazon.com/s?k=M3+nylon+standoffs+20mm"
"FC/ESC M3 Standoff 4","M3 Nylon Standoffs 20mm","Nylon standoff to separate flight controller and ESC, and mount to the frame.","mechanical","misc",1,0.20,0.20,"https://www.amazon.com/s?k=M3+nylon+standoffs+20mm"
"M3 FC Mounting Screw 1","M3x8mm Hex Screws","M3 screw for securing the flight controller stack.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x8mm+hex+screws"
"M3 FC Mounting Screw 2","M3x8mm Hex Screws","M3 screw for securing the flight controller stack.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x8mm+hex+screws"
"M3 FC Mounting Screw 3","M3x8mm Hex Screws","M3 screw for securing the flight controller stack.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x8mm+hex+screws"
"M3 FC Mounting Screw 4","M3x8mm Hex Screws","M3 screw for securing the flight controller stack.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x8mm+hex+screws"
"M3 Motor Mounting Screw (FL 1)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (FL 2)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (FL 3)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (FL 4)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (FR 1)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (FR 2)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (FR 3)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (FR 4)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (RL 1)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (RL 2)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (RL 3)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (RL 4)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (RR 1)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (RR 2)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (RR 3)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M3 Motor Mounting Screw (RR 4)","M3x6mm Hex Screws","M3 screw for mounting brushless motors to the frame arms.","mechanical","misc",1,0.10,0.10,"https://www.amazon.com/s?k=M3x6mm+hex+screws"
"M5 Prop Nut (FL)","M5 Flanged Nylon Lock Nut","M5 flanged nylon lock nut to secure propeller to motor shaft.","mechanical","misc",1,0.50,0.50,"https://www.amazon.com/s?k=M5+flanged+nylon+lock+nut"
"M5 Prop Nut (FR)","M5 Flanged Nylon Lock Nut","M5 flanged nylon lock nut to secure propeller to motor shaft.","mechanical","misc",1,0.50,0.50,"https://www.amazon.com/s?k=M5+flanged+nylon+lock+nut"
"M5 Prop Nut (RL)","M5 Flanged Nylon Lock Nut","M5 flanged nylon lock nut to secure propeller to motor shaft.","mechanical","misc",1,0.50,0.50,"https://www.amazon.com/s?k=M5+flanged+nylon+lock+nut"
"M5 Prop Nut (RR)","M5 Flanged Nylon Lock Nut","M5 flanged nylon lock nut to secure propeller to motor shaft.","mechanical","misc",1,0.50,0.50,"https://www.amazon.com/s?k=M5+flanged+nylon+lock+nut"
"FPV Camera Mount","Camera Mount","Custom 3D-printed mount to securely hold the FPV camera at an adjustable angle.","mechanical","3d_printed",1,1.00,1.00,"https://www.thingiverse.com/search?q=geprc+mark5+camera+mount"
"VTX Antenna Mount","VTX Antenna Mount","Custom 3D-printed mount to secure the VTX antenna, often integrated with RX antenna mount.","mechanical","3d_printed",1,0.50,0.50,"https://www.thingiverse.com/search?q=geprc+mark5+vtx+antenna+mount"
"Crossfire Receiver Antenna Mount","Receiver Antenna Mount","Custom 3D-printed mount for the TBS Crossfire Immortal T antenna, ensuring optimal signal reception.","mechanical","3d_printed",1,0.50,0.50,"https://www.thingiverse.com/search?q=geprc+mark5+crossfire+immortal+t+mount"
"LiPo Skid Plate/Protector","","Custom 3D-printed protector for the bottom of the LiPo battery, reducing impact damage.","mechanical","3d_printed",1,1.50,1.50,"https://www.thingiverse.com/search?q=geprc+mark5+lipo+skid"
