Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Peristaltic Micropump (Fertilizer Dosing)","5V Peristaltic Micropump","","electrical","actuator",1,18.00,18.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxR9MpnAaAqNHer8tjPCW7wMB56PX5zHCSAvwRBHGnoz94cAxWGzb1ecBPzmp2lQOebS5WglbuLR9wb6oPFH9RFIGC9KeQOSZ3TLAoxpFRIVwQWykPsaLfIfBL2rixXnbx74oTzTRoNks9aWYlHbtFGJzLO6lv4QOdOTdxXlXY3pb3e5zMAUOwWxy52doFa9u09VWSudAkI097Dyp6qYaK8Ca4iCAfMkH8ATY0FpZNNCPu6hovciIrDOaFUnPLesK0DtzZEqtG6KEiuBPBzQQCQ4zlPiRpM2KEYNehYl53NQkS7eRBoB9YIc61Ftl85uhlLLGRPtseDqusffoWMXRDj5nzAqSiHOcHpAEryBUUvAkoLHqHE3uU3LqpgeresrFo9YsyNUb7N1c2cLqxIFjvFs12Bq7P04MxwFdY2waVjayduLf4oZEeiefl6R0sxf8e2qtkoLqmE5wR1UPaJuQ49kiMngI1sWdaJ0Mgds4g5xSn4hlD1GuX6I99d2EYCWFxnzRqOqf7EO2lke9345iwa6hFIOEDQ0xOt9Znb6diIQ7tQgXh4qGsSVFpNMmSDK6cwCdMSEoansWpYO8dloOdFojOuxMXtxNao41CPTr2T1fQ1BP9L9UTo45YsdWpMfW1KDJUtx4ug8GpuIXiNrQzMOB"
"16-bit ADC Module","ADS1115 16-Bit ADC Module","16-bit ADC for precise measurement of bio-electrical impedance signal from the BIA circuit.","electrical","module",1,7.00,7.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxRPzSnGMwfztevDl4YES6uunZl3jjTA1qX8ErT3QC9V0offosMfUa5bBOtc87sFsagPBnLatNGbjIkJLoBODURFv92NrBTcJunhG9BTYbwyXrRoqUNK5z0YZEzK91sLy67TfzZ1ua1ZjkJqN4K3pUcegEe1wUEESevnO1spELVJoVEWvk04aJ8OgsoUWqMR4kYOaCyTawx9SsHJHpzn2EBVjt4UUzroby1Srnk6bMExCQC02Gbbx8L3IBKEri50ukKVj0ngmM8jcaVfYrVepaLJr0fvNsu0NjjUJaULWQnRBXSDqLmQT2wuoJc0LhIVtGkgRoRSv1V8XGLnedrtftXbhAcBVfji0yXuSva0qJnFOQ9gmu3h4lCwVNTqWBLgLeAEi5y3ZqYHf7rVi7SLe3weou31y6pPqFFzjW3z3esjcU8bhyEQDKYJxVVco94RABRRt3lMPqVtlMjfvpNJs3XXHAy8JjNkPKnd1SqeKrbepWbV1IzsVOtq7lWvhmQyDDYm0pXmxZSaNhndLIFhbIFiH0fWlJ0vCuC0PAkivDZVRlEqjZCpCWn53E66JJRCBVhX6npa94ZZh5D0BtlLFP1mOMxl14HEp9fCyPbsWgFPfmWFeTl2Lt4Ko2aS0SWk9ZheqnmaGFQuhNB0s5Jr2dQn1"
"pH Sensor Module with Electrode","pH Sensor Module with Electrode","","electrical","sensor",1,35.00,35.00,"https://www.amazon.com/dp/B08GYF269Y?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"TDS Sensor Module with Probe","TDS Sensor Module with Probe","","electrical","sensor",1,25.00,25.00,"https://www.amazon.com/dp/B086GX2539?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Water Flow Sensor","G1/2"" Water Flow Sensor (Hall effect)","","electrical","sensor",1,8.00,8.00,"https://www.amazon.com/s?k=G1%2F2+hall+water+flow+sensor"
"Water Level Float Sensor (Growth Tube)","Water Level Sensor (Angle)","","electrical","sensor",1,5.00,5.00,"https://www.amazon.com/s?k=angle+water+level+float+sensor"
"Water Level Float Sensor (Reservoir)","Water Level Sensor (Angle)","","electrical","sensor",1,5.00,5.00,"https://www.amazon.com/s?k=angle+water+level+float+sensor"
"Flyback Diode (Solenoid Valve 1)","1N4007 Rectifier Diode","Protects MOSFET from voltage spikes when ignition coil primary de-energizes. Placed across primary coil.","electrical","module",1,0.10,0.10,"https://www.digikey.com/en/products/detail/onsemi/1N4007/458641"
"Flyback Diode (Solenoid Valve 2)","1N4007 Rectifier Diode","Protects MOSFET from voltage spikes when ignition coil primary de-energizes. Placed across primary coil.","electrical","module",1,0.10,0.10,"https://www.digikey.com/en/products/detail/onsemi/1N4007/458641"
"Flyback Diode (Solenoid Valve 3)","1N4007 Rectifier Diode","Protects MOSFET from voltage spikes when ignition coil primary de-energizes. Placed across primary coil.","electrical","module",1,0.10,0.10,"https://www.digikey.com/en/products/detail/onsemi/1N4007/458641"
"Flyback Diode (Mini Water Pump 1)","1N4007 Rectifier Diode","Protects MOSFET from voltage spikes when ignition coil primary de-energizes. Placed across primary coil.","electrical","module",1,0.10,0.10,"https://www.digikey.com/en/products/detail/onsemi/1N4007/458641"
"Flyback Diode (Mini Water Pump 2)","1N4007 Rectifier Diode","Protects MOSFET from voltage spikes when ignition coil primary de-energizes. Placed across primary coil.","electrical","module",1,0.10,0.10,"https://www.digikey.com/en/products/detail/onsemi/1N4007/458641"
"12V DC to 220V AC Inverter","12V DC to 220V AC Inverter","","electrical","power",1,30.00,30.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxhpCLf2XY4EIoEFEYL4OF3iSb3m3aiDxrejBnbXjV1IYmj4EAbWG6m7l68qz0MgSsH5ItJoQZEaS632kyY28hwIyzQ1Uf4qRwrwf9xMpCDJc4xcW5LEjrIDqAE1ZNW1ewvbqiaJCUIAHVSeVXow3dz1XVNC8JmqeI0Y9o3HpHKTBfcvyCINJGO8XjBtGyodLkUqDZOSSJh8qk3zmUnfAJBqNeDiYE3qRktmBSlVBkcvMoX5aSsW6G0PgYhmMr8ByO6kZbPPSnZQXrwc4rID03Yj9DT2hXYyeOMLDIeoKLlxRiO0JbibsMhSu7PKPbpNZ8pm2MI57pDEan6IpEZC4XRKomZbKUAiF9zJ2WjFJ05DqaKJls4rpn2wk9XECGSoHKlfpM1nbrduVEw8DZeRBFmOQDOcForvB16HYqHYhUzf3D1HpQTU4f9hZ8JyZkmtxMR0QqyDyItTcHMEFmJpqBXtZtTCNjRQuxTxm67DMJclrcEcHuSZJH0Mc1UozAWYGxzSmI5xNtvPv4jKE17XtjyzyKs4vHLee95e6oG1CUqxCkmWSCmlI8aFTYi2rCsFDpZYJIjZM3nHi676rc3Z4TYNzviTl41yHRJUj341BMUDSZBBSHnwvMiDHhdmRGvXziHvKfMiM4g6TZDXSHHD04jwx"
"Return Pump (220V AC)","220V AC Submersible Water Pump","","electrical","actuator",1,25.00,25.00,"https://www.amazon.com/dp/B08YJ6NNQP?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"IP65 Junction Box Enclosure","IP65 Waterproof Electrical Junction Box","Waterproof enclosure to house all electronics, protecting them from the humid environment.","mechanical","enclosure",1,15.00,15.00,"https://www.amazon.com/dp/B08KY7VK8W?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Cable Gland M12 (Power)","M12 Cable Gland IP68","Waterproof cable gland for main DC power input into the enclosure.","mechanical","enclosure",1,1.50,1.50,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxHXt4wf5acYmKuPZwO5LRZ3dkFq1CVbeDFrw84c1e3YWK8L2ZLUlunhXgYsLwEDVITQ3wuSkwALfCw1Lro15ErO4qE1qVEjAJE0YqUo8eQ5rTf0q6dwwHquKXDuCU9aV338xhhKb98nIRGcxIAVf9Uk1k1dUObgjFGBHm6lEeVhvY90H6X2L4fl4pRcLa8EVDO9thGjT2NuNv7j0ihJ8DN6aCUUO9M5KJwngZfM82gCTMrDc5ISQMlVJG1XrBbOcUvTG30pheogMtlaLHVnRhKUJxSZvv4y5yHW5VZ93CVgf4cm6kTPlv8aNHqf6VZhcewLKDxnpZrx93c1FCdjh3T7uJICyoAtdSLbSCeN8JiyPcoVUG0XUrIerm0A0ktju26R0poMeMUsswTQXDBJ3vuGPPwaafKzibULwS2iAX51wmnHBvKe1s9BgsUNJkjtF9kz0zdydhxNJmpzm7ArkhUJtEcvMhX8HeRdrkwAQf52HQJfBuBpJjp0UaRaJyagLWvKAylxrXqXUDVO2UOfyU68ArKAa51aV7K6cVIvnFmlVjW4SKf6GTOTTScjxFHxfD6qEUkuEFeBhgHuHSigeVoyHPCfdnmoGFyAfz0X5Q7aUXkf3VciUU0vUBBEAugo8cqYRWRmWy3F0g7k0rCc2XYPD"
"Cable Gland M16 (Actuators)","M16 Cable Gland IP68","Waterproof cable gland for actuator wiring (pumps, valves) exiting the enclosure.","mechanical","enclosure",1,2.00,2.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0Jxhe2P6Z08XGzzv6NGZPWaeO327MKJsIZwMchiMp00BqtKgYn08awKFWFaQjIL6Bp89pWJuyV00q7qSq2s5KKxdozD2VDe9mpfBbRPFHpyY0S3lA4AwYiVuY3Vodmp6BFvJSe4BTR5x4j2PAjwzPHKTFztWgNIOLpdnesZ6oGt94ou7vLUiGB2dVqNUtkB2KLFQqEYD7F0ykrDZWGnF5ff7zdypVFlp5AKgZN2bLC0atGtvI2c0JaMhbh00Fw1cbxMVShT7yAU9RXwyzPO3L3elhHjW2p5FXCIwmtuO5JRTllhTNPBNWEz3UW6kPNsTnneVncv3ZMB2LbnWAXrkuZJohXmrqo6C7sMgwc5qzIvQZtWu0cvEngQe1ZhsJ6hvi2GNWmZWILkaH4aAkalZzZSxl5W5AnzcEvAYxawnDdS6sFVZT32d4EvuNFrDCS4I0knXMuYPHe2H9pM0j3cRSfWBYvdrl9b7LSO8mkDc7s376iMXSHkPKq8OiA0tlvUor0Hnr9K3YQKnreEO4NME95IN9EmOASPTpjgOM3ToWEc0coKQKS7aqQWu4xEAVBNQOfngDfoHIbTyxguoziZI65fcZhWIiUJipXSUADIdyclkAYfsNDonZce24mtV6AKZdJb03EM7WrVtBd0Xc1iGDH90Bt"
"Cable Gland M16 (Sensors)","M16 Cable Gland IP68","Waterproof cable gland for sensor wiring (pH, TDS, flow, float) exiting the enclosure.","mechanical","enclosure",1,2.00,2.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0Jxhe2P6Z08XGzzv6NGZPWaeO327MKJsIZwMchiMp00BqtKgYn08awKFWFaQjIL6Bp89pWJuyV00q7qSq2s5KKxdozD2VDe9mpfBbRPFHpyY0S3lA4AwYiVuY3Vodmp6BFvJSe4BTR5x4j2PAjwzPHKTFztWgNIOLpdnesZ6oGt94ou7vLUiGB2dVqNUtkB2KLFQqEYD7F0ykrDZWGnF5ff7zdypVFlp5AKgZN2bLC0atGtvI2c0JaMhbh00Fw1cbxMVShT7yAU9RXwyzPO3L3elhHjW2p5FXCIwmtuO5JRTllhTNPBNWEz3UW6kPNsTnneVncv3ZMB2LbnWAXrkuZJohXmrqo6C7sMgwc5qzIvQZtWu0cvEngQe1ZhsJ6hvi2GNWmZWILkaH4aAkalZzZSxl5W5AnzcEvAYxawnDdS6sFVZT32d4EvuNFrDCS4I0knXMuYPHe2H9pM0j3cRSfWBYvdrl9b7LSO8mkDc7s376iMXSHkPKq8OiA0tlvUor0Hnr9K3YQKnreEO4NME95IN9EmOASPTpjgOM3ToWEc0coKQKS7aqQWu4xEAVBNQOfngDfoHIbTyxguoziZI65fcZhWIiUJipXSUADIdyclkAYfsNDonZce24mtV6AKZdJb03EM7WrVtBd0Xc1iGDH90Bt"
"IP65 Junction Box (Valves)","IP65 Waterproof Electrical Junction Box (Small)","Smaller waterproof enclosure to house the solenoid valves and their flyback diodes.","mechanical","enclosure",1,10.00,10.00,"https://www.amazon.com/dp/B08KY7VK8W?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Water Reservoir Tank","Hydroponic Reservoir Tank 10-20L","Container for storing nutrient solution and housing some sensors and pumps.","mechanical","structural",1,25.00,25.00,"https://www.amazon.com/s?k=hydroponic+reservoir+tank"
"Cable Gland M16 (Reservoir Sensors)","M16 Cable Gland IP68","Waterproof cable gland for sensor wiring entering the reservoir.","mechanical","enclosure",1,2.00,2.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0Jxhe2P6Z08XGzzv6NGZPWaeO327MKJsIZwMchiMp00BqtKgYn08awKFWFaQjIL6Bp89pWJuyV00q7qSq2s5KKxdozD2VDe9mpfBbRPFHpyY0S3lA4AwYiVuY3Vodmp6BFvJSe4BTR5x4j2PAjwzPHKTFztWgNIOLpdnesZ6oGt94ou7vLUiGB2dVqNUtkB2KLFQqEYD7F0ykrDZWGnF5ff7zdypVFlp5AKgZN2bLC0atGtvI2c0JaMhbh00Fw1cbxMVShT7yAU9RXwyzPO3L3elhHjW2p5FXCIwmtuO5JRTllhTNPBNWEz3UW6kPNsTnneVncv3ZMB2LbnWAXrkuZJohXmrqo6C7sMgwc5qzIvQZtWu0cvEngQe1ZhsJ6hvi2GNWmZWILkaH4aAkalZzZSxl5W5AnzcEvAYxawnDdS6sFVZT32d4EvuNFrDCS4I0knXMuYPHe2H9pM0j3cRSfWBYvdrl9b7LSO8mkDc7s376iMXSHkPKq8OiA0tlvUor0Hnr9K3YQKnreEO4NME95IN9EmOASPTpjgOM3ToWEc0coKQKS7aqQWu4xEAVBNQOfngDfoHIbTyxguoziZI65fcZhWIiUJipXSUADIdyclkAYfsNDonZce24mtV6AKZdJb03EM7WrVtBd0Xc1iGDH90Bt"
"Cable Gland M16 (Valve Box)","M16 Cable Gland IP68","Waterproof cable glands for power/control wiring entering the solenoid valve enclosure.","mechanical","enclosure",2,2.00,4.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0Jxhe2P6Z08XGzzv6NGZPWaeO327MKJsIZwMchiMp00BqtKgYn08awKFWFaQjIL6Bp89pWJuyV00q7qSq2s5KKxdozD2VDe9mpfBbRPFHpyY0S3lA4AwYiVuY3Vodmp6BFvJSe4BTR5x4j2PAjwzPHKTFztWgNIOLpdnesZ6oGt94ou7vLUiGB2dVqNUtkB2KLFQqEYD7F0ykrDZWGnF5ff7zdypVFlp5AKgZN2bLC0atGtvI2c0JaMhbh00Fw1cbxMVShT7yAU9RXwyzPO3L3elhHjW2p5FXCIwmtuO5JRTllhTNPBNWEz3UW6kPNsTnneVncv3ZMB2LbnWAXrkuZJohXmrqo6C7sMgwc5qzIvQZtWu0cvEngQe1ZhsJ6hvi2GNWmZWILkaH4aAkalZzZSxl5W5AnzcEvAYxawnDdS6sFVZT32d4EvuNFrDCS4I0knXMuYPHe2H9pM0j3cRSfWBYvdrl9b7LSO8mkDc7s376iMXSHkPKq8OiA0tlvUor0Hnr9K3YQKnreEO4NME95IN9EmOASPTpjgOM3ToWEc0coKQKS7aqQWu4xEAVBNQOfngDfoHIbTyxguoziZI65fcZhWIiUJipXSUADIdyclkAYfsNDonZce24mtV6AKZdJb03EM7WrVtBd0Xc1iGDH90Bt"
