Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Main LiPo Battery","GNB 3S 11.1V 1300mAh LiPo Battery","","electrical","power",1,18.00,18.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0Jxg1a0miPquwQ91rqk9sn5kotvwML995C2us82SFJM1NJsprw2yBzAMfWwubw3092iXFUL6CvhfkMPY1gxxsM5o9o1sSYKnDk7EGiVTVHUUOr1YqX9IvcBPNoakXAjWftJJgrWAJ1FlgWI9RNbmx4GHtN6zFXeUli9mRc88tb2PqVXUuLsowYj0njKOdBiRXqJnwgkjcnRyvQGRVjQ4fnxQht4zlRduNnFPJjAPwHtEzjOoxaQY9Lkzz9eqZwunsOT1WdppyvshzAABYGglVBsgSGwAxM6FeYIjgue3dF2gFdTWgH2hHYvf1eA8fRS5WJ3rRbRlVA0vf1AkctOBrHhI5W5Vw7KZGpHphsnx1EW79Z1mzwmAJNSEIbryr1Lt3ha0quK3slDGMIKp8gJkrFk3u8c56iQWYMgJXByen4z7srwZxTWTMinTc6koiODdY2Cx6ubqtSaDV9yih7Zu7APykY8yZpu6I6dbyLdHnqNKzoP1PdJvWykSHVNpazXszaLnEQS5aGDISjFTwsnCEeaVKb4JumUtQUExYkJmCKmUCl29Tk3VqNp3A88HAIb7PGGsPg5Ll7b045AK7N3eKJHFXFMMsItqp7V2KqrcYzI53uVOCqb74l6npoaZmi14vfcKbagniFCGmr7swITnSOq0AR"
"Power Distribution Board","Matek Systems PDB-XT60","Distributes main battery power and provides regulated 5V and 12V outputs.","electrical","power",1,10.00,10.00,"https://www.amazon.com/dp/B0CPTJDDFD?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"RC Receiver","Flysky FS-iA6B Receiver","2.4 GHz radio control receiver for local fallback and precise control.","electrical","module",1,15.00,15.00,"https://www.amazon.com/dp/B092J428BF?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"5V Voltage Regulator for FC/Peripherals","LM2596 DC-DC Buck Converter Module","Step-down voltage regulator to convert 12V to 5V for the microcontroller and sensors.","electrical","power",1,3.00,3.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxfxyvZuXFg7GymQIiWhjuNtVTPqj3Lo4XOZwXfyPinxUunYhcnzsECmhQXvQMwBZFO7y8k7xoMt4iHjuv8bTZiSwN9PdOaJjeEstgI5aHcGyrbRTjMrq76aa3rCOGKKow9ilh4RN26OW5032Q8A2ovdeUBL8On7LAmb3PpqilGVbgAqyzJUf4vUSlpGbWyNwnHJQC59F7HfkNmMAbPGABOWfsLqrZyZnZpqGsAlYm4qo9o0CbR4CekVi511lmJV8Db7lnVqPdeSTULq9VwHuUzF26qVb4pJCOMLfP7CIucHT9JWns8gVz4mtI0hRZhC8Jq2LuwiNZWltkCBtPSqDc0aZfVDWEOwgYoz6Hr748Ujnb5MOghxGRrBLUcy1LNcH5ZyAsLAXTvKAUcghaQSTKKvZUmZhR8K2ZGkHHmSldb5Yt0GmRQtYidPrxgtubvF2SnZnKozGziLBfNzSYLU3rFNe3hBX2PFWrC37l3APka3ZBboyS8GLDuvJm4fmdzPqpKq6kueHSuP60R9uG5WESQJX0Ge2eV4AEkfIx0X0PoUJiNlx46vSzJoLOLXhwWDSJEtQxuumz5cjZlkCCKXHEzPDNmz0Lj1VEy7wFMfoLK9HLd7EPxb3AerDlrYOFhG642RU4SSptpu2AL1rESpj2ryf"
"Central Frame Plate","","Main base plate for mounting core electronics and connecting to motor arms.","mechanical","structural",1,12.00,12.00,"https://www.amazon.com/s?k=carbon+fiber+plate+100x100x2mm"
"Front Left Arm","","Structural arm extending from the central frame to support the front left motor.","mechanical","structural",1,0.50,0.50,"https://www.amazon.com/s?k=PETG+filament"
"Front Right Arm","","Structural arm extending from the central frame to support the front right motor.","mechanical","structural",1,0.50,0.50,"https://www.amazon.com/s?k=PETG+filament"
"Rear Left Arm","Rear-Left Arm Assembly","Structural arm extending from the central frame to support the rear left motor.","mechanical","structural",1,0.50,0.50,"https://www.amazon.com/s?k=PETG+filament"
"Rear Right Arm","Rear-Right Arm Assembly","Structural arm extending from the central frame to support the rear right motor.","mechanical","structural",1,0.50,0.50,"https://www.amazon.com/dp/B01BVRFLO0?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Front Left Motor Mount","","Mounting bracket for the front left brushless motor.","mechanical","3d_printed",1,0.20,0.20,"https://www.amazon.com/s?k=PETG+filament"
"Front Right Motor Mount","","Mounting bracket for the front right brushless motor.","mechanical","3d_printed",1,0.20,0.20,"https://www.amazon.com/s?k=PETG+filament"
"Rear Left Motor Mount","","Mounting bracket for the rear left brushless motor.","mechanical","3d_printed",1,0.20,0.20,"https://www.amazon.com/s?k=PETG+filament"
"Rear Right Motor Mount","","Mounting bracket for the rear right brushless motor.","mechanical","3d_printed",1,0.20,0.20,"https://www.amazon.com/s?k=PETG+filament"
"Front Left ESC Mount","","Mounting plate for the Front Left ESC, typically attached to the arm.","mechanical","3d_printed",1,0.10,0.10,"https://www.amazon.com/s?k=PETG+filament"
"Front Right ESC Mount","","Mounting plate for the Front Right ESC, typically attached to the arm.","mechanical","3d_printed",1,0.10,0.10,"https://www.amazon.com/s?k=PETG+filament"
"Rear Left ESC Mount","","Mounting plate for the Rear Left ESC, typically attached to the arm.","mechanical","3d_printed",1,0.10,0.10,"https://www.amazon.com/s?k=PETG+filament"
"Rear Right ESC Mount","","Mounting plate for the Rear Right ESC, typically attached to the arm.","mechanical","3d_printed",1,0.10,0.10,"https://www.amazon.com/s?k=PETG+filament"
"Front Left CW Propeller","5045 CW Propeller","Clockwise rotating propeller for front left motor.","mechanical","mechanism",1,1.50,1.50,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0Jxh2rlNKwJQq5WmLkDfG0hWkA9yk3X2F8H9Wcoy0fRSyWO11vT9JRUS9pTKgA3jeQxLNU6Wzi0pSDTTPhZJISpHip0syaW6WxBvULOJZsYK5xCLVOUufeIEA5v2HlWmOdf0Yg047RYG1MtmjXPcapKTZrJIcUT1CxAyjgKxern9ul8PtyodTuZ9jgBU1aywp1W49ErSrgCzlENlHdhN12C52njVewO6k9zdQL7rTABaHzM7sUw0N4fAVMBZpTCn2qn3NRTqmq07tGuf2VstjdAJsvg30HYey8u5hUbdEztDqlVFdM5dKzlK8dWl7iLPCX92VoQ2D8L0mx22CYDXkDRc86lLiMtMyq0RFV36DLq8iJbhPKBY5piRwJdUpkEIqtCou7BPh7lHSD0JmMcTlu8W3UTqc3bbLEWHHv12isQLH8FUIfDdyKyJp6nmlVnab13xVWV3KWSGajlxFTaUYPu4T76iJyDOvFaGiWP6So9Kef0KmrJnDDymntAFb7qspnPWUQq13eyfQwO4fuLknk96JVDMY3Jywl0AzYmYX6O3pGoLxAdGIOWFxEYbc4hxZqTxZheY7yQVGzhLlfb7rHk2l5QLozpleK7NUCIJFHpX5oJSJHKj2t0zXQPiA9qv1jXnxrjjVgU9fePcJMulbnrnPz"
"Front Right CCW Propeller","5045 CCW Propeller","Counter-clockwise rotating propeller for front right motor.","mechanical","mechanism",1,1.50,1.50,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0Jxh2rlNKwJQq5WmLkDfG0hWkA9yk3X2F8H9Wcoy0fRSyWO11vT9JRUS9pTKgA3jeQxLNU6Wzi0pSDTTPhZJISpHip0syaW6WxBvULOJZsYK5xCLVOUufeIEA5v2HlWmOdf0Yg047RYG1MtmjXPcapKTZrJIcUT1CxAyjgKxern9ul8PtyodTuZ9jgBU1aywp1W49ErSrgCzk7c6HPBBDiabm6g1ctBoUK6ltkwOQbasTWDc5NTMzqOvbpgeyHrIO0QFNZFe68QSExi41H3UQmuREDB8PWZZqEot7RzQQaK5kJ80ohuugijfMPxcNJlWXDT40BvPFex1xHBEK6W4dBCNxAZmwTwSt2sGmxAXrE311d83fG6qDsUN4d5jn7VZYjdBZNZ2f8fLN2QTctAhveOQvg0CtrVcAMW8FUcl8HLryHAWqdewbgo0UtwQtY8xzHThnEa4egeT4g8AXdUpg6DTKLP0lnLTuKkrKNV3XUr7QtuewAlxKp59ZNUzLTrRmVPmmL9Tkyt4h2u89g1vopwEW1uVMRg9AcM7IdaoryDTNJKbkJkDslEkAfbe4p2032MDsGl0zjuRsiRfW5uwpC57ZouG7Z8yImpWYYUfdNCCUIfqIjLcU4myIzh9h3GTOxkQGNj8RWDAXPEILAatdf4YOR"
"Rear Left CCW Propeller","5045 CCW Propeller","Counter-clockwise rotating propeller for rear left motor.","mechanical","mechanism",1,1.50,1.50,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0Jxh2rlNKwJQq5WmLkDfG0hWkA9yk3X2F8H9Wcoy0fRSyWO11vT9JRUS9pTKgA3jeQxLNU6Wzi0pSDTTPhZJISpHip0syaW6WxBvULOJZsYK5xCLVOUufeIEA5v2HlWmOdf0Yg047RYG1MtmjXPcapKTZrJIcUT1CxAyjgKxern9ul8PtyodTuZ9jgBU1aywp1W49ErSrgCzk7c6HPBBDiabm6g1ctBoUK6ltkwOQbasTWDc5NTMzqOvbpgeyHrIO0QFNZFe68QSExi41H3UQmuREDB8PWZZqEot7RzQQaK5kJ80ohuugijfMPxcNJlWXDT40BvPFex1xHBEK6W4dBCNxAZmwTwSt2sGmxAXrE311d83fG6qDsUN4d5jn7VZYjdBZNZ2f8fLN2QTctAhveOQvg0CtrVcAMW8FUcl8HLryHAWqdewbgo0UtwQtY8xzHThnEa4egeT4g8AXdUpg6DTKLP0lnLTuKkrKNV3XUr7QtuewAlxKp59ZNUzLTrRmVPmmL9Tkyt4h2u89g1vopwEW1uVMRg9AcM7IdaoryDTNJKbkJkDslEkAfbe4p2032MDsGl0zjuRsiRfW5uwpC57ZouG7Z8yImpWYYUfdNCCUIfqIjLcU4myIzh9h3GTOxkQGNj8RWDAXPEILAatdf4YOR"
"Rear Right CW Propeller","5045 CW Propeller","Clockwise rotating propeller for rear right motor.","mechanical","mechanism",1,1.50,1.50,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0Jxh2rlNKwJQq5WmLkDfG0hWkA9yk3X2F8H9Wcoy0fRSyWO11vT9JRUS9pTKgA3jeQxLNU6Wzi0pSDTTPhZJISpHip0syaW6WxBvULOJZsYK5xCLVOUufeIEA5v2HlWmOdf0Yg047RYG1MtmjXPcapKTZrJIcUT1CxAyjgKxern9ul8PtyodTuZ9jgBU1aywp1W49ErSrgCzlENlHdhN12C52njVewO6k9zdQL7rTABaHzM7sUw0N4fAVMBZpTCn2qn3NRTqmq07tGuf2VstjdAJsvg30HYey8u5hUbdEztDqlVFdM5dKzlK8dWl7iLPCX92VoQ2D8L0mx22CYDXkDRc86lLiMtMyq0RFV36DLq8iJbhPKBY5piRwJdUpkEIqtCou7BPh7lHSD0JmMcTlu8W3UTqc3bbLEWHHv12isQLH8FUIfDdyKyJp6nmlVnab13xVWV3KWSGajlxFTaUYPu4T76iJyDOvFaGiWP6So9Kef0KmrJnDDymntAFb7qspnPWUQq13eyfQwO4fuLknk96JVDMY3Jywl0AzYmYX6O3pGoLxAdGIOWFxEYbc4hxZqTxZheY7yQVGzhLlfb7rHk2l5QLozpleK7NUCIJFHpX5oJSJHKj2t0zXQPiA9qv1jXnxrjjVgU9fePcJMulbnrnPz"
"Front Landing Skid","","Front landing gear for soft ground contact and stability.","mechanical","3d_printed",1,0.25,0.25,"https://www.amazon.com/s?k=PETG+filament"
"Rear Landing Skid","","Rear landing gear for soft ground contact and stability.","mechanical","3d_printed",1,0.25,0.25,"https://www.amazon.com/s?k=PETG+filament"
"Flight Controller Mount Tray","","Tray to securely hold the ESP32 flight controller on the main frame.","mechanical","3d_printed",1,0.15,0.15,"https://www.amazon.com/s?k=PETG+filament"
"IMU Vibration Damping Mount","","Mount for the IMU sensor with integrated soft TPU dampers to reduce vibrations.","mechanical","3d_printed",1,0.10,0.10,"https://www.amazon.com/s?k=TPU+filament"
"Battery Strap Holder","","Holder for a LiPo battery strap, attached to the central frame.","mechanical","3d_printed",1,0.15,0.15,"https://www.amazon.com/s?k=PETG+filament"
"LiPo Battery Strap","200mm LiPo Battery Strap","Velcro strap to secure the LiPo battery to the frame.","mechanical","misc",1,2.00,2.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JyakPNdj7Z2wFrPdSLLjgG2ezfYZMz4wBzdEAVaVd6k9K5ANrwkBe1n1JVmP5xTnUmPIUaLorjBfyOUPKP8k8xsLyuPFcTqIZAZitqiLANuHpbL4W3qJTia8G4kQKpP6fQjee6mrxV8yd6m4XX7cCypeon2wGPE64O3wQrX6gzkHslVy2MaKNUyDRePMZXXa6NmQuUirQwGxbpigQsXoIBH2O4aPi4yYrp6lrrBv9Z90U6wmryMrksbRQDDvFaLpdJDvci6Sy5p29eOTrRNl0ErGBUCM2R3nUK4YBQtY5AI1BuWRYao1td8scYhuisOL09ZSIoBT7FyX0DhlN3Fz8eoVHfH7yn3r0Ondap0xkLWkXaLwVLM4jqHJMD0jS20PeGcaAC0ZaMfsZlQnthgEzuXmx7WZuoMFwOpUnA3wGm3cWidtTnZZjTkRqj9T9YxUHtd2LyOZdfxDzq7PBXif9tQvCBZVJ5wYO2TYaOmMtB1TjRatIpvypxe7XHgt5i12rwpJ9z3QFAqxxE3sHCe46WHjJ0og8ZQF6qWQvN2AjBh7kthKBiqdtLzrAmksD7GIxzNa4dNe8UUbZL43vpMkXJumH7uIjg7aDNuqnY55ZNQe3emGsOi9P80iOxRzz0zYgl8E3jp1ylALQfg4fa3Enn77d"
"PDB Mount","","Mounting plate for the Power Distribution Board.","mechanical","3d_printed",1,0.15,0.15,"https://www.amazon.com/s?k=PETG+filament"
"RC Receiver Mount","","Small mount for the RC receiver, designed to be zip-tied or glued.","mechanical","3d_printed",1,0.10,0.10,"https://www.amazon.com/s?k=PETG+filament"
"Payload Module Base Plate","","Removable base plate for modular payload attachment, fitting onto the main frame.","mechanical","structural",1,0.20,0.20,"https://www.amazon.com/s?k=PETG+filament"
"M3x10mm Standoffs","M3x10mm Nylon Standoff","Nylon standoffs for stacking PCBs or mounting components with isolation.","mechanical","misc",8,0.10,0.80,"https://www.amazon.com/dp/B0G4PS5Q6Y?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
