Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"SIM Card Tray","Custom Dual Nano SIM Tray","Ejectable tray for dual Nano SIM cards, flush with the chassis.","mechanical","misc",1,2.00,2.00,"https://www.amazon.com/s?k=nano+sim+card+tray"
"USB-C Port Gasket","Custom Silicone USB-C Gasket","Silicone gasket for waterproofing and dust protection around the USB-C port.","mechanical","misc",1,0.50,0.50,"https://www.amazon.com/s?k=usb-c+port+gasket"
"Top Speaker Grill","Custom Micro-Perforated Grill","Acoustically transparent, micro-perforated grill for the top earpiece/speaker.","mechanical","misc",1,0.80,0.80,"https://www.amazon.com/s?k=smartphone+speaker+grille"
"Bottom Speaker Grill","Custom Micro-Perforated Grill","Acoustically transparent, micro-perforated grill for the bottom loudspeaker.","mechanical","misc",1,1.00,1.00,"https://www.amazon.com/s?k=smartphone+speaker+grille"
"Main Camera Lens Cover","Sapphire Glass Camera Lens Cover","Protective sapphire glass cover for the main wide-angle camera lens.","mechanical","misc",1,3.00,3.00,"https://www.amazon.com/dp/B0FK9T3TTR?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Ultrawide Camera Lens Cover","Sapphire Glass Camera Lens Cover","Protective sapphire glass cover for the ultra-wide camera lens.","mechanical","misc",1,2.50,2.50,"https://www.amazon.com/dp/B0FK9T3TTR?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Telephoto Camera Lens Cover","Sapphire Glass Camera Lens Cover","Protective sapphire glass cover for the telephoto camera lens.","mechanical","misc",1,2.50,2.50,"https://www.amazon.com/dp/B0FK9T3TTR?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Front Camera Lens Cover","Custom Glass Lens Cover","Small protective glass cover for the front-facing camera lens.","mechanical","misc",1,0.80,0.80,"https://www.amazon.com/dp/B0FLJVG5B1?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"PCB Mounting Screws","M1.2x2mm Phillips Head Screws","Small Phillips head screws for securing the main PCB to the midframe.","mechanical","misc",12,0.05,0.60,"https://www.amazon.com/s?k=m1.2x2mm+screws"
"Battery Adhesive Strip","3M VHB Double Sided Adhesive Tape","Strong double-sided adhesive strip for securing the Li-Po battery pack.","mechanical","misc",1,1.00,1.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxQiqf4uLqKDGW0wv8bveTqMmMR745nhLmAAesHpIiE7jM5ghtlH1J849rrZJTQ94kqW66IWEKGIH2elWWkrIxrbkJY4v9CF6J10dwaRejAcSzclhlwlZm5W496oVZt2IAhCwLgKZ7ABone4cOwSOcGujgqxTfEQHwI61I9gl6jelHM032KI5qnmCSs9xZWVVy9ZRMqNnde9MikbnbLTW7WkcDS2cm5KKpuOQElTGuaKrzIJwFism4q7QbqzuVVaM7EGoYJ8CPrUa4a5dU4qzmHVrYeZwViWFkaPt3k2P6zdUjHckxZZDaUFRIqW9BfZESxxaFPZX0cZ4cLrXcCnMQ7OTt9L4F3O1Xq8eDGSXTrlhGNl4ZxF1H7r9EP0R0htp9armU7jJ98Qoe50sGMoFBOEbmCYqFlqNJBGsoZnTbQXfthTxUxO6YrQZ3748lvvx2X7y7GvzNDQZDqwEQazEhLDSpDKr5k5bgrK4jRmTDOiSFkPUX0v0DGCW0QShjvOwkuPc4CzJ5F7Ok5aLUfhgkePSlukSXFPIzMquk05pdo3iN384myStmpmcuIkyJFkQwb4TXzf1ApPiVgM6ZOVL6hcwHgSRowTdPVqUqCjyE26Ns8piyRkFbwf6QOeXFRHEGFfPldrKimjHkBra8rZaXt5p"
"Vibration Motor Mount","","Custom 3D-printed bracket to securely hold the linear haptic motor in place.","mechanical","3d_printed",1,0.20,0.20,"https://www.amazon.com/s?k=petg+filament"
"Main Camera Module Gasket","Ultrawide Camera Module Gasket","Foam gasket for the main camera module to reduce vibrations and light leakage.","mechanical","misc",1,0.30,0.30,"https://www.amazon.com/s?k=camera+foam+gasket"
"Ultrawide Camera Module Gasket","","Foam gasket for the ultrawide camera module to reduce vibrations and light leakage.","mechanical","misc",1,0.20,0.20,"https://www.amazon.com/s?k=camera+foam+gasket"
"Telephoto Camera Module Gasket","Ultrawide Camera Module Gasket","Foam gasket for the telephoto camera module to reduce vibrations and light leakage.","mechanical","misc",1,0.20,0.20,"https://www.amazon.com/s?k=camera+foam+gasket"
"Display Adhesive Seal","B7000 Phone Repair Adhesive","Flexible adhesive for sealing the display glass to the chassis, providing water resistance.","mechanical","misc",1,2.00,2.00,"https://www.amazon.com/s?k=b7000+phone+adhesive"
"Main System-on-Chip Mount","","Standoff bracket sized to the Main System-on-Chip's mounting hole pattern. M2.5 holes for board fasteners; vented underside for airflow.","mechanical","3d_printed",1,2.00,2.00,""
"128GB LPDDR6 RAM Mount","","Adapter plate for the 128GB LPDDR6 RAM that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"3TB UFS 4.0 Storage Mount","","Adapter plate for the 3TB UFS 4.0 Storage that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"5G/Wi-Fi 7/BT 5.4 Module Mount","","Adapter plate for the 5G/Wi-Fi 7/BT 5.4 Module that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"GPS/GNSS Module Mount","","Adapter plate for the GPS/GNSS Module that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Audio Codec Mount","","Adapter plate for the Audio Codec that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Accelerometer & Gyroscope Mount","","Form-fitting cradle for the Accelerometer & Gyroscope that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"Magnetometer Mount","","Form-fitting cradle for the Magnetometer that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"Ambient Light & Proximity Sensor Mount","","Form-fitting cradle for the Ambient Light & Proximity Sensor that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"Under-Display Fingerprint Sensor Mount","","Form-fitting cradle for the Under-Display Fingerprint Sensor that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"USB-C Power Delivery Controller Mount","","Adapter plate for the USB-C Power Delivery Controller that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
